Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped,,
6/11/2017,Afternoon,68,2671,2652,-19,-7,L,2596,2578,-18,JustWingIt,Favonius,SorrowGrave,Rek,RysDna,Anonymousg72,RnDnVolante,MrGuy,LoveJiaJia,CertifiedBot,Penguin,Shrimpy,Eichenwade,1,1,Check,,Attack,6.5,Zen,,,1,,Tilted,,,,,,,,,,,,,
6/11/2017,Afternoon,68,,,,-7,L,2596,2578,-18,JustWingIt,Favonius,SorrowGrave,Rek,RysDna,Anonymousg72,RnDnVolante,MrGuy,LoveJiaJia,CertifiedBot,Penguin,Shrimpy,Eichenwade,2,2,Check,:41,Defense,6,Mercy,,,1,,Tilted,,,,,,,,,,,,,
6/12/2017,Early Morning,69,2652,2634,-18,-8,L,2596,2578,-18,JustWingIt,Beast,BoisdontCry,CeleryMan,MorganTJ,Delasseth,RustyShackle,Cosmic,Jawnkeem,Plushiii,Ynotony,Zephyr,Temple of Anubis,1,2,,4:17,Defense,4,Mercy,,,2,,Tilted,,,,,,,,,,,,,
6/12/2017,Early Morning,69,,,,-8,L,2596,2578,-18,JustWingIt,Beast,BoisdontCry,CeleryMan,MorganTJ,Delasseth,RustyShackle,Cosmic,Jawnkeem,Plushiii,Ynotony,Zephyr,Temple of Anubis,2,1,,0,Attack,8,Mercy,,,1,,Tilted,2,1,0:18,778,8083,7,,,14,12,,,
6/12/2017,Early Morning,70,2634,2655,21,1,W,2516,2528,12,JustWingIt,Beast,BoisdontCry,CeleryMan,MorganTJ,Whittin3,Daddy76,Heisenberg,Hoodedsaint,Karma,Kaynjoe22,Skoot,Oasis,4,3-1,wlww,,CP,18.5,Lucio,Zen,,2,,Meh,,,,,,,,,,,,,
6/12/2017,Afternoon,71,2655,2682,27,2,W,2615,2614,-1,JustWingIt,Huntershadow,GlobalDragon,Jedeyemaster,Pyrobae,Shlebbe,WickedBleats,Cuisneart,Habaku,Mean,Arcsema,Tychris,Temple of Anubis,1,2,,0:14,Defense,8,Mercy,,,2,,Meh,,,,,,,,,,,,,
6/12/2017,Afternoon,71,,,,2,W,2615,2614,-1,JustWingIt,Huntershadow,GlobalDragon,Jedeyemaster,Pyrobae,Shlebbe,WickedBleats,Cuisneart,Habaku,Mean,Arcsema,Tychris,Temple of Anubis,2,2,,1:45,Attack,7.5,Mercy,,,2,,Meh,,,,,,,,,,,,,
6/12/2017,Afternoon,71,,,,2,W,2615,2614,-1,JustWingIt,Huntershadow,GlobalDragon,Jedeyemaster,Pyrobae,Shlebbe,WickedBleats,Cuisneart,Habaku,Mean,Arcsema,Tychris,Temple of Anubis,3,1,,1,Defense,2,Mercy,,,1,,Meh,,,,,,,,,,,,,
6/12/2017,Afternoon,71,,,,2,W,2615,2614,-1,JustWingIt,Huntershadow,GlobalDragon,Jedeyemaster,Pyrobae,Shlebbe,WickedBleats,Cuisneart,Habaku,Mean,Arcsema,Tychris,Temple of Anubis,4,2,,0:38,Attack,1.5,Mercy,,,2,,Meh,1,1,2:01,257,14946,15,,,18,45,,,
6/12/2017,Afternoon,72,2682,2660,-22,-1,L,2668,2609,-59,JustWingIt,Carsoner,IDJlee,Grumpycub,Valynah,Koal,Hotpocket,Castiel,Jnice17,ThePorcupine,KinkyUnicorn,Pandapool,Hollywood,1,3,79.06,2:35,Defense,5.5,Torbjorn,Lucio,,1,,Meh,,,,,,,,,,,,,
6/12/2017,Afternoon,72,,,,-1,L,2668,2609,-59,JustWingIt,Carsoner,IDJlee,Grumpycub,Valynah,Koal,Hotpocket,Castiel,Jnice18,ThePorcupine,KinkyUnicorn,Pandapool,Hollywood,2,2,59.89,0,Attack,8,Mercy,,,1,,Meh,7,4,1:28,6753,6944,10,,,8,12,,,
6/12/2017,Afternoon,73,2660,2690,30,1,W,2627,2598,-29,JustWingIt,BoneSaw,IDJee,Zero,RaisyDidley,Tron,DrunkHunter,Taimatsu,Chefcook,Fly,Saber,HotPocket,Numbani,1,3,71.75,0:11,Defense,8,Mercy,,,1,,Whew,,,,,,,,,,,,,
6/12/2017,Afternoon,73,,,,1,W,2627,2598,-29,JustWingIt,BoneSaw,IDJee,Zero,RaisyDidley,Tron,DrunkHunter,Taimatsu,Chefcook,Fly,Saber,HotPocket,Numbani,2,3,71.75,0:5,Attack,8,Ana,,,1,,Whew,,,,,,,,,,,,,
6/12/2017,Afternoon,73,,,,1,W,2627,2598,-29,JustWingIt,BoneSaw,IDJee,Zero,RaisyDidley,Tron,DrunkHunter,Taimatsu,Chefcook,Fly,Saber,HotPocket,Numbani,3,4,23.53,0,Attack,1.5,Ana,,,1,,Whew,,,,,,,,,,,,,
6/12/2017,Afternoon,73,,,,1,W,2627,2598,-29,JustWingIt,BoneSaw,IDJee,Zero,RaisyDidley,Tron,DrunkHunter,Taimatsu,Chefcook,Fly,Saber,HotPocket,Numbani,4,0,,1,Defense,0,Mercy,,,1,,Whew,13,6,3:26,2439,15861,10,,,8,24,,,
6/13/2017,Evening,74,2690,2712,22,2,W,2699,2693,-6,JustWingIt,Fizix,Nawae,Kaptkaveman,LouLou,Snow,Cavenge,SurelyImNot,Phlux,Baal,FabbyFace,Tragiicsoul,Hanamura,1,2,,0:56,Attack,7,Zen,Lucio,Mercy,1,,Whew,,,,,,,,,,,,,
6/13/2017,Evening,74,,,,2,W,2699,2693,-6,JustWingIt,Fizix,Nawae,Kaptkaveman,LouLou,Snow,Cavenge,SurelyImNot,Phlux,Baal,FabbyFace,Tragiicsoul,Hanamura,2,0,,0,Defense,8,Mercy,,,1,,Whew,14,9,0:34,6537,10575,7,,,,,,,
6/13/2017,Evening,75,2712,2688,-24,-1,L,2711,2677,-34,JustWingIt,Phoemixd,Evil,Symmetra,Johnny219,Pumpkin,Blizikinz,Kingdom,Deadoutlaw,IIsvino,Axy,Lovelee,Nepal,4,1-3,lwll,,CP,20.5,Mercy,Ana,,1,"Meh just too spread out, bad rezes",Meh,4,2,1:24,3495,11839,19,58,,,5,25,,
6/13/2017,Evening,76,2688,2666,-22,-2,L,2697,2679,-18,JustWingIt,GoodFellas,Deprecated,Niubility,Aydenactioniz,Zain,Acnologia,Hanzo,Youngandvoil,Spartan506CR,Some13Yearol,WinterVocal,Temple of Anubis,1,1,,0,Defense,8,Zen,Lucio,,1,66%,Tilted,,,,,,,,,,,,,
6/13/2017,Evening,76,,,,-2,L,2697,2679,-18,JustWingIt,GoodFellas,Deprecated,Niubility,Aydenactioniz,Zain,Acnologia,Hanzo,Youngandvoil,Spartan506CR,Some13Yearol,WinterVocal,Temple of Anubis,2,1,,0,Attack,8,Lucio,Mercy,,1,,Tilted,,,,,,,,,,,,,
6/13/2017,Evening,77,2666,2642,-24,-3,L,2601,2631,30,JustWingIt,TheShnook,Erixy,SkillDotBiz,Azzahy,DaBurger,Raze,Kaliafornia,Mojji,Zantho,CantFndMySon,Qctitom,Dorado,1,0,60.02,0,Attack,4,Zen,Lucio,,1,,Tilted,,,,,,,,,,,,,
6/13/2017,Evening,77,,,,-3,L,2601,2631,30,JustWingIt,TheShnook,Erixy,SkillDotBiz,Azzahy,DaBurger,Raze,Kaliafornia,Mojji,Zantho,CantFndMySon,Qctitom,Dorado,2,1,30.03,2:33,Defense,1.5,Mercy,,,1,Torb on defense and just all around bad,Tilted,,,,,,,,,,,,,
6/13/2017,Evening,78,2642,2667,25,1,W,2635,2613,-22,JustWingIt,Tazron68,Wojak,PinkuCoffee,Nogarr,WonkaBar,Tiger642,Chris,Careagain,PorkChop,EnticeHunter,JackCrack543,Numbani,1,0,,0,Defense,4,Mercy,,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Evening,78,,,,1,W,2635,2613,-22,JustWingIt,Tazron69,Wojak,PinkuCoffee,Nogarr,WonkaBar,Tiger643,Chris,Careagain,PorkChop,EnticeHunter,JackCrack544,Numbani,2,1,,0,Attack,4,Mercy,Lucio,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Evening,79,2667,2694,27,2,W,2640,2641,1,JustWingIt,Pletua,Tarsan6662,TrickMurloc,Deprecated,Indianfire,Salt,SupahFresh,Tony,Lux,Pysyk,AlexJonesCIA,Eichenwade,1,2,52.7,0,Defense,8,Zen,,,1,,Good,,,,,,,,,,,,,
6/13/2017,Evening,79,,,,2,W,2640,2641,1,JustWingIt,Pletua,Tarsan6662,TrickMurloc,Deprecated,Indianfire,Salt,SupahFresh,Tony,Lux,Pysyk,AlexJonesCIA,Eichenwade,2,3,52.71,0:17,Attack,8,Zen,,,1,,Good,42,27,1:49,19226,9424,8,36,11,49,42,,,
6/13/2017,Night,80,2694,2671,-23,-1,W,2695,2687,-8,JustWingIt,Myself,MPqinator,BlackOut2388,Bengarrison,KuteyKuteKat,NoahLazer,Fallooney,BeastMaster,GrayStripe,AtoMeow,DotaSeal,Oasis,3,0-3,lll,,CP,17,Mercy,,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Night,81,2671,2695,24,1,W,2653,2608,-45,JustWingIt,Zerker,Vibezz,Bottom500,MushroomHead,TraskFox,Muhteeus,Bakara,Brooks,BoPop,Perfunctory,Shxfty,Volskaya Industries,1,2,,3:46,Defense,4,Zen,,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Night,81,,,,1,W,2653,2608,-45,JustWingIt,Zerker,Vibezz,Bottom501,MushroomHead,TraskFox,Muhteeus,Bakara,Brooks,BoPop,Perfunctory,Shxfty,Volskaya Industries,2,2,,5:14,Attack,2.5,Zen,,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Night,81,,,,1,W,2653,2608,-45,JustWingIt,Zerker,Vibezz,Bottom502,MushroomHead,TraskFox,Muhteeus,Bakara,Brooks,BoPop,Perfunctory,Shxfty,Volskaya Industries,3,2,,1:27,Defense,2,Ana,,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Night,81,,,,1,W,2653,2608,-45,JustWingIt,Zerker,Vibezz,Bottom503,MushroomHead,TraskFox,Muhteeus,Bakara,Brooks,BoPop,Perfunctory,Shxfty,Volskaya Industries,4,2,,3:57,Attack,1.5,Zen,,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Night,81,,,,1,W,2653,2608,-45,JustWingIt,Zerker,Vibezz,Bottom504,MushroomHead,TraskFox,Muhteeus,Bakara,Brooks,BoPop,Perfunctory,Shxfty,Volskaya Industries,5,1,0,0,Defense,1.5,Zen,,,1,,Wow,,,,,,,,,,,,,
6/13/2017,Night,81,,,,1,W,2653,2608,-45,JustWingIt,Zerker,Vibezz,Bottom505,MushroomHead,TraskFox,Muhteeus,Bakara,Brooks,BoPop,Perfunctory,Shxfty,Volskaya Industries,6,2,,2:20,Attack,1.5,Zen,,,1,,Meh,,,,,,,,,,,,,
6/13/2017,Night,82,2695,2676,-19,-1,L,2684,2675,-9,JustWingIt,Ricafo,Drama,Phictional,DrDoomIntern,Mirana7Sirenw,Frenchie,Seeshawog,Gravalex,Unpolished,Tarikdreemk,DatBeard,Hollywood,1,2,,1:40,Defense,6.5,Zen,,,1,,Wow,,,,,,,,,,,,,
6/13/2017,Night,82,,,,-1,L,2684,2675,-9,JustWingIt,Ricafo,Drama,Phictional,DrDoomIntern,Mirana7Sirenw,Frenchie,Seeshawog,Gravalex,Unpolished,Tarikdreemk,DatBeard,Hollywood,2,0,,0,Attack,4,Mercy,,,1,,Meh,10,4,0:27,4207,9918,11,,,,,,,
6/13/2017,Night,83,2676,2654,-22,-2,L,2649,2638,-11,JustWingIt,Dael,DjNotnice7,GamerGuy1313,AugustBrnyou,Rellikenigav,HaloShark,GoHamez,Delgreco,Marcoux,MoonDog,Phil,Ilios,3,0-3,lll,,CP,14,Lucio,,,1,,Meh,20,6,1:31,5606,9558,11,26,10,1,13,,,
6/13/2017,Night,84,2654,2680,26,1,W,2624,2585,-39,JustWingIt,Sys056,DJDozer,TushyCop,Elk,Spagett,Hot4Dad69,Vanagandr,Ramses9,Shadow,Marques0,Tyerex,Nepal,3,3-0,www,,CP,17,Lucio,,,2,,Good,22,6,1:58,8581,14345,12,30,6,5,18,,,
6/14/2017,Evening,85,2680,2703,23,2,W,2667,2690,23,JustWingIt,AdamFro,BeastMD,YaboyBillNye,Narc,Sheldor,McGoggles,McBob69,Jason,Fakila,Itisikrazzle,Ofizan,Hanamura,1,2,,2:50,Attack,5,Zen,,,1,,Good,,,,,,,,,,,,,
6/14/2017,Evening,85,,,,2,W,2667,2690,23,JustWingIt,AdamFro,BeastMD,YaboyBillNye,Narc,Sheldor,McGoggles,McBob70,Jason,Fakila,Itisikrazzle,Ofizan,Hanamura,2,0,,0,Defense,4,Torbjorn,,,1,,Good,24,19,0:48,8966,3343,7,24,,,,,,
6/14/2017,Evening,86,2703,2728,25,3,W,2743,2759,16,JustWingIt,AdamFro,BeastMD,Zaroc,Icl,Horizxn,Besixir,DefNotJosh,MoralSupport,Abacabb,DHow,Nerazzurri,Numbani,1,2,60.44,0,Attack,8,Zen,,,1,,Good,,,,,,,,,,,,,
6/14/2017,Evening,86,,,,3,W,2743,2759,16,JustWingIt,AdamFro,BeastMD,Zaroc,Icl,Horizxn,Besixir,DefNotJosh,MoralSupport,Abacabb,DHow,Nerazzurri,Numbani,2,0,,0,Defense,4,Zarya,,,1,,Good,19,8,1:18,10554,6162,7,,,,,,,
6/14/2017,Evening,87,2728,2754,26,4,W,3048,3056,8,JustWingIt,BeastMD,CeleryMan,Subparrapper,Sapphyare,Alka,Kez,TypicalJava,Constantine,r3DFi3lD,ClearSide,INeedHealing,Eichenwade,1,1,118.75,0,Attack,6.5,Zen,Lucio,,1,,Good,,,,,,,,,,,,,
6/14/2017,Evening,87,,,,4,W,3048,3056,8,JustWingIt,BeastMD,CeleryMan,Subparrapper,Sapphyare,Alka,Kez,TypicalJava,Constantine,r3DFi3lD,ClearSide,INeedHealing,Eichenwade,2,0,,0,Defense,4,Torbjorn,,,1,,Good,17,9,1:09,8112,5597,7,20,,,,,,
6/14/2017,Evening,88,2754,2781,27,5,W,3051,3065,14,JustWingIt,BeastMD,CeleryMan,Seiser,Jsmitty,Fuwok,Quibsy,Ptubba,IcoltHD,UnderDark,Bloomers,Pike,Volskaya Industries,1,2,,5,Defense,2,Mercy,Zen,Lucio,1,,Good,,,,,,,,,,,,,
6/14/2017,Evening,88,,,,5,W,3051,3065,14,JustWingIt,BeastMD,CeleryMan,Seiser,Jsmitty,Fuwok,Quibsy,Ptubba,IcoltHD,UnderDark,Bloomers,Pike,Volskaya Industries,2,2,,4:26,Attack,3.5,Zen,,,1,,Good,,,,,,,,,,,,,
6/14/2017,Evening,88,,,,5,W,3051,3065,14,JustWingIt,BeastMD,CeleryMan,Seiser,Jsmitty,Fuwok,Quibsy,Ptubba,IcoltHD,UnderDark,Bloomers,Pike,Volskaya Industries,3,2,,2:05,Attack,2.5,Zen,,,1,,Good,,,,,,,,,,,,,
6/14/2017,Evening,88,,,,5,W,3051,3065,14,JustWingIt,BeastMD,CeleryMan,Seiser,Jsmitty,Fuwok,Quibsy,Ptubba,IcoltHD,UnderDark,Bloomers,Pike,Volskaya Industries,4,1,,0,Defense,5,Zen,,,1,,Good,31,21,1:54,10952,7212,8,30,10,38,31,,,
6/14/2017,Evening,89,2781,2760,-21,-1,L,3074,3105,31,JustWingIt,BeastMD,CeleryMan,YOS,Kero,Lmax,Oganesson,Interritus,BasedGod,Elysior,Mosaic,Kiyoko,King's Row,1,2,61.81,0,Attack,8,Zen,,,1,,Meh,,,,,,,,,,,,,
6/14/2017,Evening,89,,,,-1,L,3074,3105,31,JustWingIt,BeastMD,CeleryMan,YOS,Kero,Lmax,Oganesson,Interritus,BasedGod,Elysior,Mosaic,Kiyoko,King's Row,2,3,61.83,,Defense,9,Zen,Lucio,,1,,Meh,30,11,1:38,17034,10599,13,33,0,,,,,
6/27/2017,Evening,90,2760,2784,24,1,W,2726,-,-,JustWingIt,SexyStar,SleepBear,Kaoticrex,Subtle,Silentsword,BlumpKingIVR,HaroldSphinx,HoneyBadger,Keebo,Splashy,Klink,Temple of Anubis,1,2,,0:49,Defense,7,Zen,Lucio,,2,,Meh,,,,,,,,,,,,,
6/27/2017,Evening,90,,,,1,W,2726,-,-,JustWingIt,SexyStar,SleepBear,Kaoticrex,Subtle,Silentsword,BlumpKingIVR,HaroldSphinx,HoneyBadger,Keebo,Splashy,Klink,Temple of Anubis,2,2,,3:02,Attack,5,Mercy,,,2,,Good,,,,,,,,,,,,,
6/27/2017,Evening,90,,,,1,W,2726,-,-,JustWingIt,SexyStar,SleepBear,Kaoticrex,Subtle,Silentsword,BlumpKingIVR,HaroldSphinx,HoneyBadger,Keebo,Splashy,Klink,Temple of Anubis,3,0,,0,Defense,1.5,Mercy,,,2,,Good,,,,,,,,,,,,,
6/27/2017,Evening,90,,,,1,W,2726,-,-,JustWingIt,SexyStar,SleepBear,Kaoticrex,Subtle,Silentsword,BlumpKingIVR,HaroldSphinx,HoneyBadger,Keebo,Splashy,Klink,Temple of Anubis,4,1,,0,Attack,3,Mercy,,,2,That Dva Bomb helped by Lucio though,Good,18,6,1:17,4655,10995,11,,,,,,,
6/27/2017,Evening,91,2784,2760,-24,-1,L,2770,2765,-5,JustWingIt,Sitka,Beard,BuddyStud,EchoCell,Ghakin,DigglyDuff,EvilJesus,Plisken,ManyDads,D4rkBring3r,Sajuraa,King's Row,1,3,70.19,0,Attack,8,Zen,,,2,,Meh,,,,,,,,,,,,,
6/27/2017,Evening,91,,,,-1,L,2770,2765,-5,JustWingIt,Sitka,Beard,BuddyStud,EchoCell,Ghakin,DigglyDuff,EvilJesus,Plisken,ManyDads,D4rkBring3r,Sajuraa,King's Row,2,3,70.19,1:17,Defense,7,Mercy,,,2,"Missed Sym TP, that was big, twice now",Meh,17,9,1:57,5759,13592,13,,,,,,,
6/27/2017,Evening,91,,,,-1,L,2770,2765,-5,JustWingIt,Sitka,Beard,BuddyStud,EchoCell,Ghakin,DigglyDuff,EvilJesus,Plisken,ManyDads,D4rkBring3r,Sajuraa,King's Row,3,1,,Check,Defense,Check,Mercy,,,2,,Meh,,,,,,,,,,,,,
6/27/2017,Evening,92,2760,2732,-28,-2,L,2702,2715,13,JustWingIt,Spewluca,Tzamen,Eggs,Ghost,Yokan,Estep,EchoCell,Tmk,Meanseens,Syphorce,Zocklelol,Numbani,1,3,71.75,3:08,Defense,5,Zen,,,0,,Tilted,,,,,,,,,,,,,
6/27/2017,Evening,92,,,,-2,L,2702,2715,13,JustWingIt,Spewluca,Tzamen,Eggs,Ghost,Yokan,Estep,EchoCell,Tmk,Meanseens,Syphorce,Zocklelol,Numbani,2,3,71.75,0:26,Attack,8,Zen,,,0,,Tilted,,,,,,,,,,,,,
6/27/2017,Evening,92,,,,-2,L,2702,2715,13,JustWingIt,Spewluca,Tzamen,Eggs,Ghost,Yokan,Estep,EchoCell,Tmk,Meanseens,Syphorce,Zocklelol,Numbani,3,0,,0,Attack,1,Zen,,,0,,Tilted,,,,,,,,,,,,,
6/27/2017,Evening,92,,,,-2,L,2702,2715,13,JustWingIt,Spewluca,Tzamen,Eggs,Ghost,Yokan,Estep,EchoCell,Tmk,Meanseens,Syphorce,Zocklelol,Numbani,4,1,,Check,Defense,Check,Symmetra,,,0,,Tilted,,,,,,,,,,,,,
6/27/2017,Evening,93,2732,2711,-21,-3,L,2733,2694,-39,JustWingIt,Spewluca,VolticBat,Desto,SweatyPalms,Toxy,IronMatt,Newthreat,NMikeHuntSwea,SwiftUhhhh,LordWombat,Supremeog,Lijang Tower,4,1-3,wlll,,CP,19,Lucio,Ana,,1,Just one guy complaining,Tilted,24,12,3:46,7107,14307,,,,,,,,
6/28/2017,Night,94,2711,2683,-28,-4,L,2809,2804,-5,JustWingIt,Celeryman,PickthenPush,Plic,Aceofspades,Sugaree,Humenuke,SjSJSJ,Aroundthelog,SativaKing,Ecko,RogueOwl,Temple of Anubis,1,2,,4:02,Defense,4,Zen,,,1,,Tilted,,,,,,,,,,,,,
6/28/2017,Night,94,,,,-4,L,2809,2804,-5,JustWingIt,Celeryman,PickthenPush,Plic,Aceofspades,Sugaree,Humenuke,SjSJSJ,Aroundthelog,SativaKing,Ecko,RogueOwl,Temple of Anubis,2,0,,0,Attack,4,Zen,,,1,,Tilted,,,,,,,,,,,,,
6/28/2017,Night,95,2683,2683,0,0,Draw,2761,2725,-36,JustWingIt,Celeryman,PickthenPush,Tony,ScoobyDoo,Treetheater,SweetMint,Ledorian,Quantum,BossMojo,PlasmaGerbil,Voba,Horizon,1,2,,5:31,Defense,2.5,Zen,Ana,,1,,Meh,,,,,,,,,,,,,
6/28/2017,Night,95,,,,0,Draw,2761,2725,-36,JustWingIt,Celeryman,PickthenPush,Tony,ScoobyDoo,Treetheater,SweetMint,Ledorian,Quantum,BossMojo,PlasmaGerbil,Voba,Horizon,2,2,,0:42,Attack,7,Lucio,,,1,,Meh,,,,,,,,,,,,,
6/28/2017,Night,95,,,,0,Draw,2761,2725,-36,JustWingIt,Celeryman,PickthenPush,Tony,ScoobyDoo,Treetheater,SweetMint,Ledorian,Quantum,BossMojo,PlasmaGerbil,Voba,Horizon,3,2,,0,Attack,3,Lucio,,,1,,Meh,,,,,,,,,,,,,
6/28/2017,Night,95,,,,0,Draw,2761,2725,-36,JustWingIt,Celeryman,PickthenPush,Tony,ScoobyDoo,Treetheater,SweetMint,Ledorian,Quantum,BossMojo,PlasmaGerbil,Voba,Horizon,4,2,,1:19,Defense,,Ana,Lucio,,1,,Meh,,,,,,,,,,,,,
6/28/2017,Night,95,,,,0,Draw,2761,2725,-36,JustWingIt,Celeryman,PickthenPush,Tony,ScoobyDoo,Treetheater,SweetMint,Ledorian,Quantum,BossMojo,PlasmaGerbil,Voba,Horizon,5,0,,0,Defense,,Ana,,,1,,Meh,,,,,,,,,,,,,
6/28/2017,Night,96,2683,2657,-26,-5,L,2768,2726,-42,JustWingIt,Celeryman,PickthenPush,Crepes,Phantasm,Loogfarmer,Supermantrav,Valeis,Gryson,DangleBot,Jabucks,Skullkid,Nepal,4,1-3,llwl,,CP,20,Lucio,Ana,,1,,Meh,,,,,,,,,,,,,
6/28/2017,Night,97,2657,2676,19,1,W,2772,2759,-13,JustWingIt,Celeryman,PickthenPush,Pinklemonade,Casper,Madlarkin,G1blood,Loogfarmer,Supermantrav,Asmodeus,JesusTkThwhl,Sutby,Hanamura,1,1,,0,Attack,8,Zen,,,1,45%,Meh,,,,,,,,,,,,,0
6/28/2017,Night,97,,,,1,W,2772,2759,-13,JustWingIt,Celeryman,PickthenPush,Pinklemonade,Casper,Madlarkin,G1blood,Loogfarmer,Supermantrav,Asmodeus,JesusTkThwhl,Sutby,Hanamura,2,1,,0,Defense,8,Zen,Lucio,,1,,Meh,,,,,,,,,,,,,
7/2/2017,Night,98,2676,2649,-27,-1,L,2649,2642,-7,JustWingIt,Rotti,Labumbah,Babo,FrostScout,Geekandglory,Azeroths,AfroBro,Kallien,Pricosaint,Auroralgrace,Uzumaki,Lijang Tower,3,0-3,lll,,CP,13,Lucio,Zen,,1,,Meh,,,,,,,,,,,,,
7/2/2017,Night,99,2649,2670,21,1,W,2641,2610,-31,JustWingIt,Bagel,BurningLove,Finnius,SunniesTday,TSMack,ShadowDragon,SonofThunder,Helios,Idealghb,Swil,Trixtherabbi,Volskaya Industries,1,1,,0,Defense,8,Zen,,,0,,Meh,,,,,,,,,,,,,
7/2/2017,Night,99,,,,1,W,2641,2610,-31,JustWingIt,Bagel,BurningLove,Finnius,SunniesTday,TSMack,ShadowDragon,SonofThunder,Helios,Idealghb,Swil,Trixtherabbi,Volskaya Industries,2,2,,5:02,Attack,3,Zen,,,0,,Meh,15,7,0:47,5418,8636,2,25,10,20,15,3761,,
7/2/2017,Night,100,2670,2698,28,2,W,2629,2636,7,JustWingIt,Yarra,Atomlessatom,Blue,Backtune,Spyatrus,Nyoki44,Werdog,AfroBro,Sukikeri,Lazarus,Philkrundle,Temple of Anubis,1,1,,0,Defense,8,Mercy,,,0,,Good,,,,,,,,,,,,,
7/2/2017,Night,100,,,,2,W,2629,2636,7,JustWingIt,Yarra,Atomlessatom,Blue,Backtune,Spyatrus,Nyoki44,Werdog,AfroBro,Sukikeri,Lazarus,Philkrundle,Temple of Anubis,2,2,,0,Attack,8,Mercy,,,0,,Good,2,1,1:13,361,15226,4,,,10,42,13,,
7/2/2017,Night,101,2698,2673,-25,-1,L,2662,2702,40,JustWingIt,Kepsington,LBue,BettyMWWAAHH,Tron,Vnn,Randyorton,Dumpster,Bentley,FrostyDoug,CtrlAltdlite,Cookiie219,Numbani,1,2,53.61,0,Defense,8,Mercy,,,0,,Meh,,,,,,,,,,,,,
7/2/2017,Night,101,,,,-1,L,2662,2702,40,JustWingIt,Kepsington,LBue,BettyMWWAAHH,Tron,Vnn,Randyorton,Dumpster,Bentley,FrostyDoug,CtrlAltdlite,Cookiie220,Numbani,2,0,,0,Attack,4,Mercy,,,0,,Meh,3,1,0:34,396,10461,8,,,4,22,4,,
7/2/2017,Night,102,2673,2696,23,1,W,2662,2638,-24,JustWingIt,TurnPE,CPTAWESome,Nigma,MoonCross,OraOraOra,DataHawk,Pls,AndreaLexis1,Frankeesh,WidowSwitch,Zwninick,Dorado,1,0,81.2,0,Defense,4,Mercy,,,0,,Good,,,,,,,,,,,,,
7/2/2017,Night,102,,,,1,W,2662,2638,-24,JustWingIt,TurnPE,CPTAWESome,Nigma,MoonCross,OraOraOra,DataHawk,Pls,AndreaLexis2,Frankeesh,WidowSwitch,Zwninick,Dorado,2,1,81.21,1:57,Attack,2,Mercy,,,0,,Good,1,1,0:12,140,7101,4,,,8,13,4,,
7/2/2017,Night,103,2696,2719,23,2,W,2706,2713,7,JustWingIt,Avi,DonVonton,Kuidaore,Yoisho,Shinjimae,OOGabalooga,Blackhammer,Stinky,Handsoapy,Lronhubbard,MoosieMoo,Nepal,5,3-2,llwww,,CP,18,Lucio,,,0,"Avi good mercy, Yoshi good pharah",Good,20,16,1:59,4623,15224,13,,,,,,,
7/2/2017,Night,104,2719,2694,-25,-1,L,2721,2716,-5,JustWingIt,Gaeganzi,Greek,Rudibega,C4elin,Hikimon,Handsome,Cusith,Slothguy,Epsilon81,Blazinyaguns,FrozenPyro,Numbani,1,3,71.75,4:47,Defense,5,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/2/2017,Night,104,,,,-1,L,2721,2716,-5,JustWingIt,Gaeganzi,Greek,Rudibega,C4elin,Hikimon,Handsome,Cusith,Slothguy,Epsilon82,Blazinyaguns,FrozenPyro,Numbani,2,3,71.75,1:56,Attack,6,Lucio,,,0,,Tilted,,,,,,,,,,,,,
7/2/2017,Night,104,,,,-1,L,2721,2716,-5,JustWingIt,Gaeganzi,Greek,Rudibega,C4elin,Hikimon,Handsome,Cusith,Slothguy,Epsilon83,Blazinyaguns,FrozenPyro,Numbani,3,0,,0,Attack,2,Lucio,,,0,,Tilted,,,,,,,,,,,,,
7/2/2017,Night,104,,,,-1,L,2721,2716,-5,JustWingIt,Gaeganzi,Greek,Rudibega,C4elin,Hikimon,Handsome,Cusith,Slothguy,Epsilon84,Blazinyaguns,FrozenPyro,Numbani,4,1,,Check,Defense,Check,Orisa,,,0,,Tilted,14,8,2:40,3391,7731,7,,,,,,,
