Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped,,
7/12/2017,Night,158,,,,-1,L,2479,2456,-23,JustWingIt,OldRiver,Omega132,BigBanter,Greenche,Mushu,Flacco,Zen,Withteeth,MrMeeseeks,Sbkalec,Sputznik,Route 66,2,1,82.95,1:18,Defense,3,Zarya,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,159,2427,2401,-26,-2,L,2400,2417,17,JustWingIt,Boi,Jolantru,App,Nauz,Teebeezy,SBWJake,DaiSuga,Maz,Deku,Josek,WhiteSnake,Gilbraltar,1,0,74.5,0,Attack,4,Winston,Zarya,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,159,,,,-2,L,2400,2417,17,JustWingIt,Boi,Jolantru,App,Nauz,Teebeezy,SBWJake,DaiSuga,Maz,Deku,Josek,WhiteSnake,Gilbraltar,2,0,74.51,2:47,Defense,2,torbjorn,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,160,2401,2427,26,1,W,2506,2514,8,JustWingIt,Havefun,Yolkz,Morty,links,Tyler,GoodFellow,Nsx,Salvation,Dukaya,Lagertha,Psycho,Hollywood,1,3,79.08,0,Attack,8.5,Mercy,,,0,,meh,,,,,,,,,,,,,
7/12/2017,Night,160,,,,1,W,2506,2514,8,JustWingIt,Havefun,Yolkz,Morty,links,Tyler,GoodFellow,Nsx,Salvation,Dukaya,Lagertha,Psycho,Hollywood,2,0,,0,Defense,4,Mercy,,,0,,meh,,,,,,,,,,,,,
7/12/2017,Night,161,2427,2455,28,2,W,2500,2500,0,JustWingIt,Havefun,Tidus,JrSteez,Giraffe,GeloniusGrim,AnDDyne,Gymbodyj,Lbruss95,BrendanLLLLL,IsMoot,MantaGaming,Numbani,1,1,74.61,0,Defense,6.5,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,161,,,,2,W,2500,2500,0,JustWingIt,Havefun,Tidus,JrSteez,Giraffe,GeloniusGrim,AnDDyne,Gymbodyj,Lbruss95,BrendanLLLLL,IsMoot,MantaGaming,Numbani,2,2,74.62,3:38,Attack,3,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,162,2455,2436,-19,-1,L,2488,2536,48,JustWingIt,Havefun,Shredder,EageClass,TheWrightPhd,Quench,Avelyne,Salvation,Sync,Vath,InfiniteEnd,Solstice,Ilios,3,0-3,lll,,CP,Check,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,163,2436,2416,-20,-2,L,2472,2521,49,JustWingIt,Havefun,PapaSmoke21,Mace,Pullecamiones,Berto,MikeyBear,nimmin,Zoma,MantaGaming,PapaShango,Prultima,Dorado,1,3,85.75,0:28,Defense,7.5,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,163,,,,-2,L,2472,2521,49,JustWingIt,Havefun,PapaSmoke21,Mace,Pullecamiones,Berto,MikeyBear,nimmin,Zoma,MantaGaming,PapaShango,Prultima,Dorado,2,3,85.75,3:11,Attack,5,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,163,,,,-2,L,2472,2521,49,JustWingIt,Havefun,PapaSmoke21,Mace,Pullecamiones,Berto,MikeyBear,nimmin,Zoma,MantaGaming,PapaShango,Prultima,Dorado,3,2,77.82,1,Defense,Check,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,163,,,,-2,L,2472,2521,49,JustWingIt,Havefun,PapaSmoke21,Mace,Pullecamiones,Berto,MikeyBear,nimmin,Zoma,MantaGaming,PapaShango,Prultima,Dorado,4,1,77.82,0,Attack,3.5,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,164,2416,2416,0,0,Draw,2475,2519,44,JustWingIt,Havefun,Berto,Highnoonguy,FluffyS2k,Meep,Vici,DJSolo679,NitroX945,Raboosh242,Entropy,Kishimoto,Horizon,1,2,,4:07,Defense,4,Zen,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,164,,,,0,Draw,2475,2519,44,JustWingIt,Havefun,Berto,Highnoonguy,FluffyS2k,Meep,Vici,DJSolo679,NitroX945,Raboosh242,Entropy,Kishimoto,Horizon,2,2,,4:04,Attack,4,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,164,,,,0,Draw,2475,2519,44,JustWingIt,Havefun,Berto,Highnoonguy,FluffyS2k,Meep,Vici,DJSolo679,NitroX945,Raboosh242,Entropy,Kishimoto,Horizon,3,1,,0,Attack,4,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/12/2017,Night,164,,,,0,Draw,2475,2519,44,JustWingIt,Havefun,Berto,Highnoonguy,FluffyS2k,Meep,Vici,DJSolo679,NitroX945,Raboosh242,Entropy,Kishimoto,Horizon,4,1,,0,Defense,4,Mercy,,,0,,Tilted,,,,,,,,,,,,,
7/16/2017,Evening,165,2416,2441,25,1,W,2456,2444,-12,JustWingIt,Havefun,Avatarlaw44,Jacket,Jambi,ZetaZoom,RuthlessRus,DigitalPunk,BnetPlayer,SheerFrost,Athena,Conko,Numbani,1,2,62.45,,Defense,8,torbjorn,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Evening,165,,,,1,W,2456,2444,-12,JustWingIt,Havefun,Avatarlaw44,Jacket,Jambi,ZetaZoom,RuthlessRus,DigitalPunk,BnetPlayer,SheerFrost,Athena,Conko,Numbani,2,3,62.46,4:03,Attack,4,Symmetra,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,166,2441,2468,27,2,W,2469,2449,-20,JustWingIt,Havefun,Yakob,Pigeon,DecaFalme,LockWingHong,Majahun1,YoniPanda,Archalais,Sekoiya,Brian5753,DaddyAc3,Oasis,3,3-0,www,,CP,9,torbjorn,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,167,2468,2444,-24,-1,L,2470,2477,7,JustWingIt,Havefun,Moot,StarDork,Seven,Tybruce,PinkRanger21,GimmeBlumpk,DillyBar,Pathkendle,WhaleBlubber,Whumper88,Eichenwade,1,0,,0,Attack,4,torbjorn,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,167,,,,-1,L,2470,2477,7,JustWingIt,Havefun,Moot,StarDork,Seven,Tybruce,PinkRanger21,GimmeBlumpk,DillyBar,Pathkendle,WhaleBlubber,Whumper88,Eichenwade,2,0,,Check,Defense,Check,torbjorn,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,168,2444,2422,-22,-2,L,2415,2482,67,JustWingIt,Havefun,MotorHanibal,Elemenop,Benjibaws420,IneedHealing,hefty,LordGecco,RedBomber,Ryry2412,DillyBar,PathKendle,Nepal,4,wlll,,14,CP,,torbjorn,Lucio,Mercy,0,,meh,23,10,1:10,9682,2996,12,,,,,,,
7/16/2017,Night,169,2422,2397,-25,-3,L,2415,2482,67,JustWingIt,Havefun,StarDork,MotorHanibal,BlackShark,Hype,Mcslic3Ndice,Gelok,Aderkaderka,NowIseeYoyoy,BeMod,Clonetekw,Dorado,1,3,85.75,2:59,Attack,5,Zen,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,169,,,,-3,L,2415,2482,67,JustWingIt,Havefun,StarDork,MotorHanibal,BlackShark,Hype,Mcslic3Ndice,Gelok,Aderkaderka,NowIseeYoyoy,BeMod,Clonetekw,Dorado,2,3,85.75,0,Defense,8,Zen,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,169,,,,-3,L,2415,2482,67,JustWingIt,Havefun,StarDork,MotorHanibal,BlackShark,Hype,Mcslic3Ndice,Gelok,Aderkaderka,NowIseeYoyoy,BeMod,Clonetekw,Dorado,3,2,28.92,0,Defense,Check,Zen,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,169,,,,-3,L,2415,2482,67,JustWingIt,Havefun,StarDork,MotorHanibal,BlackShark,Hype,Mcslic3Ndice,Gelok,Aderkaderka,NowIseeYoyoy,BeMod,Clonetekw,Dorado,4,2,85.32,0,Attack,4,Zen,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,170,2397,2425,28,1,W,2402,2418,16,JustWingIt,Havefun,SpecialNeeds,SpaceNinja,Alan,Misagmer,KnightMare,Arsem,DrPepsi,Masterroshi,Riv,Sapph,Gilbraltar,1,0,74.43,0,Defense,4,torbjorn,,,0,,meh,,,,,,,,,,,,,
7/16/2017,Night,170,,,,1,W,2402,2418,16,JustWingIt,Havefun,SpecialNeeds,SpaceNinja,Alan,Misagmer,KnightMare,Arsem,DrPepsi,Masterroshi,Riv,Sapph,Gilbraltar,2,0,74.44,0,Attack,4,torbjorn,Zen,,0,,meh,,,,,,,,,,,,,
7/18/2017,Evening,171,2425,2456,31,2,W,2896,2902,6,JustWingIt,Beast,Celeryman,Unholydead,Malikia,JordyMoocow,ZmetaPod,Penguin,Gajody,Kneuro,Darnahn,Hades,Eichenwade,1,2,55.32,0,Attack,8,Mercy,,,0,,Good,,,,,,,,,,,,,
7/18/2017,Evening,171,,,,2,W,2896,2902,6,JustWingIt,Beast,Celeryman,Unholydead,Malikia,JordyMoocow,ZmetaPod,Penguin,Gajody,Kneuro,Darnahn,Hades,Eichenwade,2,0,,0,Defense,4,Symmetra,,,0,,Good,,,,,,,,,,,,,
7/18/2017,Evening,172,2456,2482,26,3,W,2928,2919,-9,JustWingIt,Beast,Celeryman,Seijuro,Beady,Fives,GabrielVis8,LordofDrapes,Cynicismhd,Entity,Nikolai,Rina,Ilios,4,3-1,wlww,,CP,21.5,Zarya,Mercy,,0,,Good,,,,,,,,,,,,,
7/18/2017,Evening,173,2482,2459,-23,-1,L,2922,2878,-44,JustWingIt,Beast,Celeryman,Darkot,hentaiSanta,Tzamen,Tracer,Dzewok,Hillbillyzt,Potato,Tihor29,Badino,Hollywood,1,3,72.91,2:05,Attack,6,Zen,,,0,,meh,,,,,,,,,,,,,
7/18/2017,Evening,173,,,,-1,L,2922,2878,-44,JustWingIt,Beast,Celeryman,Darkot,hentaiSanta,Tzamen,Tracer,Dzewok,Hillbillyzt,Potato,Tihor30,Badino,Hollywood,2,3,72.91,1:18,Defense,6.5,Zen,,,0,,meh,,,,,,,,,,,,,
7/18/2017,Evening,173,,,,-1,L,2922,2878,-44,JustWingIt,Beast,Celeryman,Darkot,hentaiSanta,Tzamen,Tracer,Dzewok,Hillbillyzt,Potato,Tihor31,Badino,Hollywood,3,2,53.05,0,Defense,,Zen,Lucio,,0,,meh,,,,,,,,,,,,,
7/18/2017,Evening,173,,,,-1,L,2922,2878,-44,JustWingIt,Beast,Celeryman,Darkot,hentaiSanta,Tzamen,Tracer,Dzewok,Hillbillyzt,Potato,Tihor32,Badino,Hollywood,4,0,,0,Attack,3,Zen,Lucio,,0,,meh,,,,,,,,,,,,,
7/19/2017,Early Morning,174,2459,2480,21,1,W,2478,2443,-35,JustWingIt,DragonDic,C9night,Erofile,Lordboyes,Tinoodle,Rocketet,Temporalus,Champion,Gatorpete,HunterChan,Snellla,Numbani,1,0,,0,Defense,4,Symmetra,,,0,"Not going to lie, they were pretty bad",Good,,,,,,,,,,,,,
7/19/2017,Early Morning,174,,,,1,W,2478,2443,-35,JustWingIt,DragonDic,C9night,Erofile,Lordboyes,Tinoodle,Rocketet,Temporalus,Champion,Gatorpete,HunterChan,Snellla,Numbani,2,1,,3.5,Attack,1.5,Zen,,,0,First try wiped them,Good,17,7,0:16,2558,184,2,60,4,2,2,,,
7/19/2017,Early Morning,175,2480,2458,-22,-1,L,2466,2456,-10,JustWingIt,Death,Superior,Cactipiller,Karrets,Trigozen,Tunguin,Memories4k,Sh4rp,DatSheffy,Kenneth078,Holllywood,Nepal,3,0-3,lll,,CP,10,Lucio,Dva,,0,Junkrat was the issue. only played junk or mercy. Catepillar,Meh,13,6,1:08,3903,4926,7,,,,,,,
7/19/2017,Early Morning,176,2458,2437,-21,-2,L,2324,2415,91,JustWingIt,(korean text),BananaCat,Narwhalking,CrazyZiggy93,Tuckmcginnis,Adogbarkdale,Aumanjoy,Jolantru,Wilsonator,KarlMarx,Zephero,Ilios,4,1-3,llwl,,CP,Check,Zen,Lucio,,0,,Meh,,,,,,,,,,,,,
7/19/2017,Early Morning,177,2437,2465,28,1,W,2336,2398,62,JustWingIt,Minutiae,Roblucci,Hammerfight,BananaCat,Narwhalking,Rikeo,Insomniac8,SmoothVoice,McFeelMe,LiteBrite,Ross,Dorado,1,2,62.47,0,Defense,8,Mercy,,,0,,Good,,,,,,,,,,,,,
7/19/2017,Early Morning,177,,,,1,W,2336,2398,62,JustWingIt,Minutiae,Roblucci,Hammerfight,BananaCat,Narwhalking,Rikeo,Insomniac8,SmoothVoice,McFeelMe,LiteBrite,Ross,Dorado,2,3,62.48,0,Attack,8,Mercy,,,0,,Good,0,0,1:06,217,23700,7,,,9,28,,,
7/19/2017,Early Morning,178,2465,2485,20,2,W,2479,2452,-27,JustWingIt,Killinemsoft,Coojw,Jaminbee,Chui123865,Mariabrink,SneakyBeaver,Dredlox,OfficerTodd,ThelolofCats,Comehonor,Vaorrion,King's Row,1,2,64.63,,Defense,8,Symmetra,Zen,Lucio,1,,Good,,,,,,,,,,,,,
7/19/2017,Early Morning,178,,,,2,W,2479,2452,-27,JustWingIt,Killinemsoft,Coojw,Jaminbee,Chui123865,Mariabrink,SneakyBeaver,Dredlox,OfficerTodd,ThelolofCats,Comehonor,Vaorrion,King's Row,2,3,64.64,3:28,Attack,4.5,Zen,,,1,,Good,,,,,,,,,,,,,
7/19/2017,Early Morning,179,2485,2501,16,3,W,2460,2467,7,JustWingIt,Jerome,Dogalt,Devilz,Oni,Idell,HaveMercy,Bishop,Ronse28,TheBigWeasel,CatDad,Peejayz,Dorado,1,3,85.75,1:47,Attack,8,Winston,Dva,,1,,Good,,,,,,,,,,,,,
7/19/2017,Early Morning,179,,,,3,W,2460,2467,7,JustWingIt,Jerome,Dogalt,Devilz,Oni,Idell,HaveMercy,Bishop,Ronse28,TheBigWeasel,CatDad,Peejayz,Dorado,2,0,68.64,0,Defense,4,Dva,,,1,,Good,,,,,,,,,,,,,
7/19/2017,Early Morning,180,2501,2523,22,4,W,2477,2460,-17,JustWingIt,Demonboy,D3G,DaddyTobes,Dondimello,SammySugar42,Nick,TheLittleMut,Rise,Shazbot,Awkwardpalm,ThatCharry,Horizon,1,2,,2:41,Defense,5,Mercy,,,0,,Meh,,,,,,,,,,,,,
7/19/2017,Early Morning,180,,,,4,W,2477,2460,-17,JustWingIt,Demonboy,D3G,DaddyTobes,Dondimello,SammySugar43,Nick,TheLittleMut,Rise,Shazbot,Awkwardpalm,ThatCharry,Horizon,2,2,,3:41,Attack,4,Mercy,,,0,,Good,,,,,,,,,,,,,
7/19/2017,Early Morning,180,,,,4,W,2477,2460,-17,JustWingIt,Demonboy,D3G,DaddyTobes,Dondimello,SammySugar44,Nick,TheLittleMut,Rise,Shazbot,Awkwardpalm,ThatCharry,Horizon,3,0,,0,Defense,4,Mercy,,,0,,Good,,,,,,,,,,,,,
7/19/2017,Early Morning,180,,,,4,W,2477,2460,-17,JustWingIt,Demonboy,D3G,DaddyTobes,Dondimello,SammySugar45,Nick,TheLittleMut,Rise,Shazbot,Awkwardpalm,ThatCharry,Horizon,4,1,,1:33,Attack,2.5,Mercy,,,0,,Good,2,0,1:04,470,9460,7,,,15,35,,,
7/19/2017,Early Morning,181,2523,2497,-26,-1,L,2497,2523,26,JustWingIt,Rainily,Hemorrhagee,Aarong18,Bosh,Zed,Jerome,Morphine,Hunt,BlackDaeth,Birdo,Walugi,Temple of Anubis,1,2,,5:06,Defense,3,Mercy,,,0,,Meh,,,,,,,,,,,,,
7/19/2017,Early Morning,181,,,,-1,L,2497,2523,26,JustWingIt,Rainily,Hemorrhagee,Aarong18,Bosh,Zed,Jerome,Morphine,Hunt,BlackDaeth,Birdo,Walugi,Temple of Anubis,2,0,,0,Attack,4,Zen,,,0,,Meh,4,0,0:09,1593,3580,10,,,,,,,
7/19/2017,Evening,182,2497,2477,-20,-2,L,-,-,-,JustWingIt,CeleryMan,Goldenraven,Dasmatrix,KaleSalad,Zephyrhills,Misk,GetSome999,Jasawo,JoeNeils,Blooper,Sreyb,Ilios,5,2-3,wwlll,,CP,22.5,Mercy,,,0,,Meh,,,,,,,,,,,,,
7/19/2017,Evening,183,2477,2457,-20,-3,L,2837,2834,-3,JustWingIt,CeleryMan,Alay,GetSome999,ObieDbz,Sage,SwaoleDaddy,Jaken,Caleb,Aroith,MatleDoublev,Mushroomhead,Eichenwade,1,1,122.37,0,Defense,6.5,Mercy,,,0,,Meh,,,,,,,,,,,,,
7/19/2017,Evening,183,,,,-3,L,2837,2834,-3,JustWingIt,CeleryMan,Alay,GetSome999,ObieDbz,Sage,SwaoleDaddy,Jaken,Caleb,Aroith,MatleDoublev,Mushroomhead,Eichenwade,2,1,Check,0,Attack,6.5,Mercy,,,0,,meh,,,,,,,,,,,,,
7/19/2017,Evening,184,2457,2436,-21,-4,L,2774,2771,-3,JustWingIt,CeleryMan,ShalaShaska,Teapod,Soupkitchen,Crease,RoolF,Watchful1,FishyMango,Houz,Barongeddon,Vichabs,Hollywood,1,1,113.76,,Attack,6.5,Mercy,,,0,,meh,,,,,,,,,,,,,
7/19/2017,Evening,184,,,,-4,L,2774,2771,-3,JustWingIt,CeleryMan,ShalaShaska,Teapod,Soupkitchen,Crease,RoolF,Watchful2,FishyMango,Houz,Barongeddon,Vichabs,Hollywood,2,1,113.77,0:41,Defense,6,Mercy,,,0,,meh,,,,,,,,,,,,,
7/19/2017,Night,185,2436,2463,27,1,W,2421,2376,-45,JustWingIt,Zekeatron,CrossRolex,UVrays,Funkpants,Mogwin,Flubadence,Erique,Cqwatts,Slamberry,DreamCrusha,Khaos,Horizon,1,2,,5:42,Attack,2.5,Zen,,,0,Kinda just was better than the toher team,Good,,,,,,,,,,,,,
7/19/2017,Night,185,,,,1,W,2421,2376,-45,JustWingIt,Zekeatron,CrossRolex,UVrays,Funkpants,Mogwin,Flubadence,Erique,Cqwatts,Slamberry,DreamCrusha,Khaos,Horizon,2,0,,0,Defense,4.5,Mercy,,,0,,Good,6,3,0:47,1048,6915,1,,,,,,,
7/19/2017,Night,185,2463,2441,-22,-1,L,2445,2428,-17,JustWingIt,Evesira,Justhinh,DocDarEvil,Jordong,Slay,Cam,KurtCuckBain,FadeDrev,Cyclone,Recneps,Vintage,Numbani,1,0,,0,Attack,4,Zen,,,0,Couldn't hold,meh,,,,,,,,,,,,,
7/19/2017,Night,185,,,,-1,L,2445,2428,-17,JustWingIt,Evesira,Justhinh,DocDarEvil,Jordong,Slay,Cam,KurtCuckBain,FadeDrev,Cyclone,Recneps,Vintage,Numbani,2,0,,3.6,Defense,2,Mercy,,,0,Bad rezes and bastion,meh,,,,,,,,,,,,,
7/19/2017,Night,186,2441,2466,25,1,W,2425,2328,-97,JustWingIt,Gotcha,Mastotiger,Noodies,Barronvoncay,Bigorca84,Crozier,Indecision,Yowi,Maxfischer,Daveece,Zyga,Volskaya Industries,1,2,,6:27,Attack,1.5,Zen,,,2,,Good,,,,,,,,,,,,,
7/19/2017,Night,186,,,,1,W,2425,2328,-97,JustWingIt,Gotcha,Mastotiger,Noodies,Barronvoncay,Bigorca84,Crozier,Indecision,Yowi,Maxfischer,Daveece,Zyga,Volskaya Industries,2,1,,0,Defense,8,Symmetra,Zen,,2,,Good,25,12,0:40,5053,4393,3,,,,,,,
7/19/2017,Night,187,2466,2493,27,2,W,2456,2439,-17,JustWingIt,Mioskii,Mickxmac,Jon,M3trx,Gobbue,Maslanka,Converge,DellyCat,Sickfotch,Milo,Pyprokid,Ilios,3,3-0,www,,CP,12,Lucio,,,2,,Good,,,,,,,,,,,,,
7/19/2017,Night,188,2493,2475,-18,-1,L,2471,2466,-5,JustWingIt,Maslanka,NoobFromCa,Cheeki,Germaniac6,Imprettybad,Converge,PolarBear,Momo,NickxMac,Devine,EvilMouse,Oasis,4,1-3,wlll,,CP,18,Mercy,,,1,,Meh,0,0,2:33,0,15964,12,,,13,32,,,
7/19/2017,Night,189,2475,2451,-24,-2,L,2454,2470,16,JustWingIt,HarryBatt,GrubbyJ17,Oneadseven,DarEvean,Rdiggity,ObamaCare,Germaniac6,ShodowFreeze,BLM,Horsedickson,Steed276,Nepal,4,1-3,wlll,,CP,18.5,Zen,Mercy,,1,,Meh,15,4,0:50,3657,15218,16,,,,,,,
7/19/2017,Night,190,2451,2472,21,1,W,2480,2460,-20,JustWingIt,Tex,Culted,Missrosiek,Entropy,Kishimoto,SpiketheDog,Gray,AmberMclain,Tarxan,Chaclatpei,TheMadHatter,Hanamura,1,0,,,Defense,0,Zen,,,2,,Good,,,,,,,,,,,,,
7/19/2017,Night,190,,,,1,W,2480,2460,-20,JustWingIt,Tex,Culted,Missrosiek,Entropy,Kishimoto,SpiketheDog,Gray,AmberMclain,Tarxan,Chaclatpei,TheMadHatter,Hanamura,2,1,,3:12,Attack,1,Zen,,,2,Apparently their team is toxic?,Good,13,0,0:05,2517,1700,2,,,,,,,
7/26/2017,Early Morning,191,2472,2451,-21,-1,L,2479,2473,-6,JustWingIt,ThisHomeBoy2,BlizzPlanet,Stix,Lmao,NotLikethis,CrossRolex,Blank,Scarf,RickDick69,DemiGod,LividSprayer,Ilios,3,0-3,lll,,CP,Check,Zen,Ana,,0,no coordiantion,Meh,16,8,1:31,2534,5773,12,51,,,,50,,
7/26/2017,Early Morning,192,2451,2473,22,1,W,2460,2430,-30,JustWingIt,Niglemypigle,Valarie,MisterKan,S552,Toadlet,Merrak,Sinergy,Will,Diminish,Hades,Psymon,Volskaya Industries,1,0,,0,Defense,4,Zen,,,2,,Good,,,,,,,,,,,,,
7/26/2017,Early Morning,192,,,,1,W,2460,2430,-30,JustWingIt,Niglemypigle,Valarie,MisterKan,S552,Toadlet,Merrak,Sinergy,Will,Diminish,Hades,Psymon,Volskaya Industries,2,0,,0:44,Attack,3,Zen,,,2,,Good,15,5,0:15,2867,3713,5,27,8,19,18,1687,,
7/26/2017,Early Morning,193,2473,2449,-24,-1,L,2480,2469,-11,JustWingIt,Scrubbnpaws,Blem,Eclipseo,DemiGod,LividSprayer,HiddenJs,Raynor,Raxorgamer,Minxie,IjukeBob,Seikku,Gilbraltar,1,2,61.63,0,Defense,8,Zen,Lucio,,1,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,193,,,,-1,L,2480,2469,-11,JustWingIt,Scrubbnpaws,Blem,Eclipseo,DemiGod,LividSprayer,HiddenJs,Raynor,Raxorgamer,Minxie,IjukeBob,Seikku,Gilbraltar,2,0,,0,Attack,4,Ana,,,1,,Meh,10,5,0:37,3810,8343,9,43,,,33,,,
7/26/2017,Early Morning,194,2449,2472,23,1,W,2422,2380,-42,JustWingIt,PBrock,Krexon,PinkyToe,MannyFkng,Viisiioonary,DrCuddles,Franko,Dub,Barge5633,JamminMemes,Rinzler,Nepal,3,3-0,www,,CP,10,Lucio,,,0,Manny was nice,Good,30,10,0:53,3473,9673,3,27,,,,,,
7/26/2017,Early Morning,195,2472,2449,-23,-1,L,2471,2462,-9,JustWingIt,Rolroth,Nibiru,moof,Pxaxuxlx,Wtfred,CornFlake,PoonSlayer,PapaJohn,BarDock,X3Dee,WarDevil,Hollywood,1,3,79.08,0:45,Defense,7,Zen,,,0,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,195,,,,-1,L,2471,2462,-9,JustWingIt,Rolroth,Nibiru,moof,Pxaxuxlx,Wtfred,CornFlake,PoonSlayer,PapaJohn,BarDock,X3Dee,WarDevil,Hollywood,2,0,,0,Attack,3,Zen,,,0,so bad,Meh,15,4,0:16,7912,7104,8,30,6,18,11,2944,,
7/26/2017,Early Morning,196,2449,2427,-22,-2,L,2415,2420,5,JustWingIt,Female,Notlex,Fjore,Goop,Slugg,Nigh5Bro,Gibbz,Jello,CptSickNasty,Mexhall,Tenspaces,Dorado,1,1,94.69,0,Defense,6.5,Zen,,,1,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,196,,,,-2,L,2415,2420,5,JustWingIt,Female,Notlex,Fjore,Goop,Slugg,Nigh5Bro,Gibbz,Jello,CptSickNasty,Mexhall,Tenspaces,Dorado,2,1,86.71,0,Attack,6.5,Zen,Lucio,,1,,Meh,24,18,2:20,7918,10085,9,,,,,,,
7/26/2017,Early Morning,197,2427,2407,-20,-3,L,2398,2416,18,JustWingIt,Moose,Braidski65,Hatey,Chriskimmun,Safeti,Yungrandy77,Suao,Padded,Butler,DuckofFire,Taco,King's Row,1,0,,0,Attack,4,Zen,Mercy,,0,,Tilted,,,,,,,,,,,,,
7/26/2017,Early Morning,197,,,,-3,L,2398,2416,18,JustWingIt,Moose,Braidski66,Hatey,Chriskimmun,Safeti,Yungrandy78,Suao,Padded,Butler,DuckofFire,Taco,King's Row,2,1,,0,Defense,3,Mercy,,,0,,Tilted,3,1,0:20,883,7968,7,,,,,,,
7/26/2017,Early Morning,198,2407,2388,-19,-4,L,2362,2394,32,JustWingIt,Bronx,Elffish,Skarchons,Mitsuha,Qiutu,Jeauxz,Moose,Jaroku,Kasi,Bymbo,Zoe,Oasis,3,0-3,lll,,CP,10.5,Zen,Ana,,0,,Tilted,11,3,1:03,3063,6506,13,,,,,,,
7/26/2017,Early Morning,199,2388,2416,28,1,W,2359,2359,0,JustWingIt,Therapy,Fapper1,Denwick,Inttena,Tracist,Castronaut,Meidinchina,Winns,Trufire,Female,Notlex,Eichenwade,1,0,,0,Defense,4,Mercy,,,0,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,199,,,,1,W,2359,2359,0,JustWingIt,Therapy,Fapper1,Denwick,Inttena,Tracist,Castronaut,Meidinchina,Winns,Trufire,Female,Notlex,Eichenwade,2,1,,0,Attack,1,Mercy,,,0,,Meh,2,0,0:20,128,6572,1,,,,,,,
7/26/2017,Early Morning,200,2416,2432,16,2,W,2363,2304,-59,JustWingIt,Fapper1,Inttena,Therapy,Tracist,OptimusFine,Davestroodle,Min,Akira,BigBoss,MisterButt,Rainee,Temple of Anubis,1,0,,0,Defense,4,Mercy,,,0,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,200,,,,2,W,2363,2304,-59,JustWingIt,Fapper2,Inttena,Therapy,Tracist,OptimusFine,Davestroodle,Min,Akira,BigBoss,MisterButt,Rainee,Temple of Anubis,2,1,,2:56,Attack,1,Mercy,,,0,,Meh,2,2,0:20,325,3966,1,,,,,,,
7/26/2017,Early Morning,201,2432,2456,24,3,W,2372,2358,-14,JustWingIt,Fapper3,Inttena,Therapy,Tracist,PeakDew,Foo,Ciel,DgFruitCake,TankTopgirl,Tanktopmask,Tanktoptiger,Hanamura,1,0,,0,Defense,4,Mercy,,,2,,Meh,,,,,,,,,,,,,
7/26/2017,Early Morning,201,,,,3,W,2372,2358,-14,JustWingIt,Fapper4,Inttena,Therapy,Tracist,PeakDew,Foo,Ciel,DgFruitCake,TankTopgirl,Tanktopmask,Tanktoptiger,Hanamura,2,1,,2:43,Attack,1,Mercy,,,2,,Meh,1,1,0:30,121,8345,2,,,2,15,,,
7/26/2017,Early Morning,202,2456,2433,-23,-1,L,2398,2474,76,JustWingIt,Fapper4,Inttena,PeakDew,Therapy,Tracist,Alucard,Diminish,JackFrost,Jerry,Psymon,Billy,Hollywood,1,1,78.44,0,Attack,7,Mercy,,,1,,Meh,,,,,,,,,,,,,
