Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped
9/6/2017,Early Morning,16,2224,2250,26,6,W,2243,2240,-3,JustWingit,FromIs,Mizuninaru,AznNavy,Ness,Xine,Sailant,Nightwish625,LumberJack46,Hyphyninja,Smoqe,TheStankster,King's Row,1,0,,0,Defense,0,Zen,,,1,,,,,,,,,,,,,
9/6/2017,Early Morning,16,,,,6,W,2243,2240,-3,JustWingit,FromIs,Mizuninaru,AznNavy,Ness,Xine,Sailant,Nightwish625,LumberJack46,Hyphyninja,Smoqe,TheStankster,King's Row,2,1,,3,Attack,1,Zen,,,1,,,,,,,,,,,,,
9/6/2017,Early Morning,17,2250,2228,-22,-1,L,2235,2229,-6,JustWingit,Meruem,CubanArcange,Koiso,Bogoth,Chasmic,Mahosuika,MasterDiaper,Rookie007,Thunderon,Cabradabra,Twunkiepoo,Horizon,1,2,,3:22,Defense,4.5,Orisa,,,0,,,,,,,,,,,,,
9/6/2017,Night,17,,,,-1,L,2235,2229,-6,JustWingit,Meruem,CubanArcange,Koiso,Bogoth,Chasmic,Mahosuika,MasterDiaper,Rookie007,Thunderon,Cabradabra,Twunkiepoo,Horizon,2,1,,0,Attack,4,Mercy,,,0,,,,,,,,,,,,,
9/6/2017,Night,18,2228,2204,-24,-2,L,2220,2216,-4,JustWingit,CDiggity,Hiitsmayam,Grim,Kechipo,MagunDore,Dereksimon,Soulsik,Spookmeister,Wings,Qctilou,Ynija,Oasis,3,2-1,lwl,,CP,15,Lucio,Zen,Zarya,1,,,,,,,,,,,,,
9/6/2017,Night,19,2204,2204,0,0,Draw,2196,2186,-10,JustWingit,Rae,GForce,Kronk,ChrispBacon,EversoGently,Nagashishin,KillZ206,JBeasty,SoFake,Nether,Rhaov,Numbani,1,0,,0,Attack,4,Zen,,,1,,,,,,,,,,,,,
9/6/2017,Night,19,,,,0,Draw,2196,2186,-10,JustWingit,Rae,GForce,Kronk,ChrispBacon,EversoGently,Nagashishin,KillZ207,JBeasty,SoFake,Nether,Rhaov,Numbani,2,0,,0,Defense,4,Mercy,,,1,,,,,,,,,,,,,
9/6/2017,Night,20,2204,2232,28,1,W,2192,2192,0,JustWingit,BlackZero17,Fluffy72,Rae,ChrispBacon,EversoGently,Wankmcspank,Ismaelyasin1,Cowy28,Nagashishin,Grass,Ninkazi,Volkaya Industries,1,1,,0,Attack,8,,,,1,,,,,,,,,,,,,
9/6/2017,Night,20,,,,1,W,2192,2192,0,JustWingit,BlackZero18,Fluffy73,Rae,ChrispBacon,EversoGently,Wankmcspank,Ismaelyasin2,Cowy29,Nagashishin,Grass,Ninkazi,Volkaya Industries,2,0,,0,Defense,4,,,,1,,,,,,,,,,,,,
9/6/2017,Night,21,2232,2208,-24,-1,L,2218,2245,27,JustWingit,ChrispBacon,EversoGently,Fluffy72,Rae,NotsoFamous,Nanoyar,SpaceManzee,BlackBill,TroutFish,Anthbot,Kgghost,Lijang Tower,3,3,lwl,,CP,13,,,,2,,,,,,,,,,,,,
9/6/2017,Night,22,2208,2230,22,1,W,2190,2170,-20,JustWingit,ChrispBacon,EversoGently,Fluffy73,Rae,PhantomDeuce,BraveClue,Colerise99,DrPhil2100,Kekromancer,Tankervin,Weedowmaker,EichenWalde,1,0,,0,Defense,4,Dva,,,1,,,,,,,,,,,,,
9/6/2017,Night,22,,,,1,W,2190,2170,-20,JustWingit,ChrispBacon,EversoGently,Fluffy74,Rae,PhantomDeuce,BraveClue,Colerise100,DrPhil2101,Kekromancer,Tankervin,Weedowmaker,EichenWalde,2,1,,0,Attack,3,Zen,,,1,,,,,,,,,,,,,
9/6/2017,Night,23,2230,2249,19,2,W,2199,2165,-34,JustWingit,ChrispBacon,EversoGently,Fluffy74,CoryBaxter,HoganDude,Dabe,Eck,FortuneDay,Tcthetitan,WickedWidow,ZpaceZekonia,Nepal,2,2-0,ww,,CP,6.5,Lucio,,,1,,,,,,,,,,,,,
9/6/2017,Night,24,2249,2228,-21,-1,L,2228,2218,-10,JustWingit,ChrispBacon,EversoGently,Fluffy74,CoryBaxter,FishGuy,Hrothgar318,Uselessalex,BurfleMerfle,Fluffy,LordFarquaad,Mattraptor44,Ilios,3,1-2,lwl,,CP,14.5,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Early Morning,25,2228,2254,26,1,W,2227,2242,15,JustWingit,Icmitchell,NoEye,Kieu,HoneyHumper,Marruecos,LoverofLmaps,Santaonbsalt,Infal,MirandaJ,Pachimari,Restting,Numbani,1,2,40.53,,Defense,8,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Early Morning,25,,,,1,W,2227,2242,15,JustWingit,Icmitchell,NoEye,Kieu,HoneyHumper,Marruecos,LoverofLmaps,Santaonbsalt,Infal,MirandaJ,Pachimari,Restting,Numbani,2,3,40.54,,Attack,7,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Early Morning,26,2254,2231,-23,-1,L,2244,2239,-5,JustWingit,Xloc,Onslaught,Jagis,MysticWalnut,Taekwonjohn,WamBrew,Kharis,Briefs,Lefishn,Rjj01,Waviddatts,Route 66,1,2,73.13,,Defense,8,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Early Morning,26,,,,-1,L,2244,2239,-5,JustWingit,Xloc,Onslaught,Jagis,MysticWalnut,Taekwonjohn,WamBrew,Kharis,Briefs,Lefishn,Rjj01,Waviddatts,Route 66,2,2,70,,Attack,8,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Morning,27,2231,2215,-16,-2,L,2251,2224,-27,JustWingit,Yasis,Chyvaltese,Coolaj28,Cryoshock,GejiCat,Hurley,Boneharvest,Dom12,Ddriven,Aunest,Blocks,Route 66,1,0,,0,Attack,4,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Morning,27,,,,-2,L,2251,2224,-27,JustWingit,Yasis,Chyvaltese,Coolaj28,Cryoshock,GejiCat,Hurley,Boneharvest,Dom12,Ddriven,Aunest,Blocks,Route 66,2,1,,2,Defense,2,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Morning,28,2215,2241,26,1,W,2198,2203,5,JustWingit,Charelesstech,Wildgoose,Fergmob,Toadofwar,Yasis,BarrelRoll,V2Gamer,Dentonius,UndeadSpartn,Weldorn,Chaos,Lijang Tower,2,2-0,ww,,CP,8.5,Lucio,,,1,,,,,,,,,,,,,
9/8/2017,Morning,29,2241,2263,22,2,W,2255,2249,-6,JustWingit,Squibles,Wayne,ArnoldLemon,PewPewTsu,Soap,Fattoro,DankFudge,Notransfat,Chrxs,Mech,Bloodcell,EichenWalde,1,0,,0,Defense,4,Zen,,,2,,,,,,,,,,,,,
9/8/2017,Morning,29,,,,2,W,2255,2249,-6,JustWingit,Squibles,Wayne,ArnoldLemon,PewPewTsu,Soap,Fattoro,DankFudge,Notransfat,Chrxs,Mech,Bloodcell,EichenWalde,2,,,1,Attack,3.5,Zen,,,2,,,,,,,,,,,,,
9/8/2017,Morning,30,2263,2294,31,3,W,2257,2258,1,JustWingit,Reaethered,oneofthebest,cowabunga,Squibles,Unlimited123,Shadow,Treadstone,AnightSend,Kljve,Skwaii,Birdperson,Hanamura,1,2,,4:45,Attack,4,Mercy,,,2,,,,,,,,,,,,,
9/8/2017,Morning,30,,,,3,W,2257,2258,1,JustWingit,Reaethered,oneofthebest,cowabunga,Squibles,Unlimited123,Shadow,Treadstone,AnightSend,Kljve,Skwaii,Birdperson,Hanamura,2,0,,0,Defense,4,Mercy,,,2,,,,,,,,,,,,,
9/8/2017,Morning,31,2294,2272,-22,-1,L,2280,2305,25,JustWingit,Sdeimar,BrBeatnbooty,Archie,Darelius,Derecho22,Thepresident,Soap,Iceman4Life,BBBBBBruce,Aednx,Suvlaki,Temple of Anubis,1,2,,0:35,Defense,7.5,Zen,,,1,,,,,,,,,,,,,
9/8/2017,Morning,31,,,,-1,L,2280,2305,25,JustWingit,Sdeimar,BrBeatnbooty,Archie,Darelius,Derecho22,Thepresident,Soap,Iceman4Life,BBBBBBruce,Aednx,Suvlaki,Temple of Anubis,2,1,,0,Attack,8,Zen,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,32,2272,2291,19,1,W,2238,2247,9,JustWingit,LilGooey,Sneaky,Optimal,Skywaii,Grayson,Distinct,Junkrat,NinjaSkat,TopCheddar,Mudkip,Wiseluke,Oasis,3,2-1,wlw,,CP,13.5,Zen,Lucio,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,33,2291,2318,27,2,W,2288,2286,-2,JustWingit,Pax,Kecha,Obnoxious,RobotWizard,RubyChow,Dredlox,Phadael,Vyn,Reinn,Cloudylucy,OnlyHanzo,Volkaya Industries,1,2,,4:17,Attack,4,Zen,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,33,,,,2,W,2288,2286,-2,JustWingit,Pax,Kecha,Obnoxious,RobotWizard,RubyChow,Dredlox,Phadael,Vyn,Reinn,Cloudylucy,OnlyHanzo,Volkaya Industries,2,2,,1:26,Defense,6.5,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,33,,,,2,W,2288,2286,-2,JustWingit,Pax,Kecha,Obnoxious,RobotWizard,RubyChow,Dredlox,Phadael,Vyn,Reinn,Cloudylucy,OnlyHanzo,Volkaya Industries,3,0,,0,Defense,4,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,33,,,,2,W,2288,2286,-2,JustWingit,Pax,Kecha,Obnoxious,RobotWizard,RubyChow,Dredlox,Phadael,Vyn,Reinn,Cloudylucy,OnlyHanzo,Volkaya Industries,4,1,,0,Attack,1.5,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,34,2318,2268,-50,-1,L,-,-,-,JustWingit,Recongb,Romulus,Gio,Kalimad,Larymills,Cloud,Reinn,Fuhnny,Hacktivated,Niggelton,Roadkill,Hollywood,1,0,,0,Defense,-,-,,,1,"Left game, took the hit for them",,,,,,,,,,,,
9/8/2017,Afternoon,35,2268,2248,-20,-2,L,2292,2309,17,JustWingit,Camshaft3029,Gluttony,Deborato,TwoSips,Keithington,Fein,TommyD,Obnoxiuos,Ranson,AestheticGod,Durka,Route 66,1,0,-,0,Attack,4,Mercy,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,35,,,,-2,L,2292,2309,17,JustWingit,Camshaft3029,Gluttony,Deborato,TwoSips,Keithington,Fein,TommyD,Obnoxiuos,Ranson,AestheticGod,Durka,Route 66,2,1,-,0,Defense,,Mercy,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,36,2248,2234,-14,-3,L,2275,2289,14,JustWingit,Shaggy,Hell55hound,Moe,Argenisjely,Dannte,Proctopus,WieWiek,Angeles,EvergearKom,LuciferYelow,Distrustto,EichenWalde,1,2,55.07,0,Defense,8,Mercy,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,36,,,,-3,L,2275,2289,14,JustWingit,Shaggy,Hell55hound,Moe,Argenisjely,Dannte,Proctopus,WieWiek,Angeles,EvergearKom,LuciferYelow,Distrustto,EichenWalde,2,1,,0,Attack,7,Mercy,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,37,2234,2264,30,1,W,2294,2307,13,JustWingit,Goodzack,Entantquetel,Karmageddon,Dwnld,Iman,TheTryHardt,Chutotoro,MirandaJ,tewi,Huargenrobot,Itsblizz,Gibraltar,1,0,65.55,0,Defense,4,Lucio,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,37,,,,1,W,2294,2307,13,JustWingit,Goodzack,Entantquetel,Karmageddon,Dwnld,Iman,TheTryHardt,Chutotoro,MirandaJ,tewi,Huargenrobot,Itsblizz,Gibraltar,2,0,65.56,2,Attack,2,Lucio,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,38,2264,2290,26,2,W,2301,2314,13,JustWingit,Valthaur,Huargenrobot,TheUntested,Superius,Entantquetel,Bunnie,Ranesbow,Chinchanchon,Livingston,DoctorDoof,Foxfurr,Ilios,2,2-1,wlw,,CP,16,Dva,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,39,2290,2269,-21,-1,L,2292,2298,6,JustWingit,QuincyStern,Spooderdesdis,HellRefuge,Kirmora,Siren,Hotcocoa,Dogo,Ciri,Kevinexizt,Potatopete,Tory,Temple of Anubis,1,1,,3:00,Defense,5,Dva,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,39,,,,-1,L,2292,2298,6,JustWingit,QuincyStern,Spooderdesdis,HellRefuge,Kirmora,Siren,Hotcocoa,Dogo,Ciri,Kevinexizt,Potatopete,Tory,Temple of Anubis,2,0,,0,Attack,4,Dva,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,40,2269,2301,32,1,W,2305,2290,-15,JustWingit,Obamataichou,Ihavesword,Theuntested,Risten,Backmock25,Sucemaraie,Quinnly,Mushycheese,Filjamz,Crzzy,Salty,King's Row,1,0,,0,Defense,4,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,40,,,,1,W,2305,2290,-15,JustWingit,Obamataichou,Ihavesword,Theuntested,Risten,Backmock25,Sucemaraie,Quinnly,Mushycheese,Filjamz,Crzzy,Salty,King's Row,2,0,,2,Attack,2,Orisa,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,41,2301,2332,31,2,W,2336,2305,-31,JustWingit,Ihavesword,Mallhyna,Zombieking,EduardoMxoo,Aeixious,Kinggloborx,Princessgum,Fettywap,GetBent,Misintent,Run,Dorado,1,1,92.29,0,Defense,7,Zen,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,41,,,,2,W,2336,2305,-31,JustWingit,Ihavesword,Mallhyna,Zombieking,EduardoMxoo,Aeixious,Kinggloborx,Princessgum,Fettywap,GetBent,Misintent,Run,Dorado,2,2,92.3,1,Attack,6,Zen,,,0,,,,,,,,,,,,,
9/8/2017,Afternoon,42,2332,2363,31,3,W,2329,2342,13,JustWingit,Ihavesword,Plynith,Cena,GetBent,Sterben,Wilms,Turboorew17,Saeveritt,Jaguilar,Ced,JarryJangles,Volkaya Industries,1,0,,0,Defense,4,Mercy,,,2,,,,,,,,,,,,,
9/8/2017,Afternoon,42,,,,3,W,2329,2342,13,JustWingit,Ihavesword,Plynith,Cena,GetBent,Sterben,Wilms,Turboorew17,Saeveritt,Jaguilar,Ced,JarryJangles,Volkaya Industries,2,1,,1,Attack,3,Mercy,,,2,,,,,,,,,,,,,
9/8/2017,Afternoon,43,2363,2342,-21,-1,L,2339,2334,-5,JustWingit,GetBent,Ihavesword,Grayson,Kash,Spoony,Spitfire,Lackinlength,Ciri,Kevinexizt,Potatopete,Tory,Nepal,2,0-2,ll,,CP,9,Mercy,,,2,,,,,,,,,,,,,
9/8/2017,Afternoon,44,2342,2376,34,1,W,2328,2345,17,JustWingit,GetBent,Ihavesword,Spoon,Headhunter,Forceisokay,Bloodbat,Aazix,Bluntski,Dasnowmane,Doctorbanana,Wonderwood,Lijang Tower,2,2-0,ww,,CP,-,Lucio,,,2,,,,,,,,,,,,,
9/8/2017,Afternoon,45,2376,2357,-19,-1,L,2340,2335,-5,JustWingit,GetBent,Ihavesword,Kash,Sunako,Then3xus,Dillpickle,Dragonninja,Berzeiker,AdelPrado15,Bossnesscris,Malcynna,Gibraltar,1,1,81.33,0,Attack,8,-,,,1,,,,,,,,,,,,,
9/8/2017,Afternoon,45,,,,-1,L,2340,2335,-5,JustWingit,GetBent,Ihavesword,Kash,Sunako,Then3xus,Dillpickle,Dragonninja,Berzeiker,AdelPrado15,Bossnesscris,Malcynna,Gibraltar,2,1,,0,Defense,8,-,,,1,,,,,,,,,,,,,
9/8/2017,Evening,46,2357,2335,-22,-2,L,2659,2653,-6,JustWingit,AppleSauce,Firone,Ogthormm,Neo,Carajomistko,Lenny,Nateokay,Thalonn,AngryChicken,Artemis,Sinkmyduck,Horizon,1,2,3:27,0,Defense,4.5,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Evening,46,,,,-2,L,2659,2653,-6,JustWingit,AppleSauce,Firone,Ogthormm,Neo,Carajomistko,Lenny,Nateokay,Thalonn,AngryChicken,Artemis,Sinkmyduck,Horizon,2,1,,0,Attack,8,Dva,,,1,,,,,,,,,,,,,
9/8/2017,Evening,47,2335,2359,24,1,W,2652,-,-,JustWingit,AppleSauce,Firone,Ogthormm,Hsuperior,Darkomens,Climbharder,Thomas96,JorDong,Kid,Shlickinator,Vihzor,Oasis,3,2-1,wlw,,CP,13.5,Zen,,,1,,,,,,,,,,,,,
9/8/2017,Evening,48,2359,2340,-19,-1,L,2712,2707,-5,JustWingit,AppleSauce,Firone,Bones,Amiebae,Chaz,HazelStorm,Tobx,CrazedZomboi,Fazehobo,Memelord,Sleepie,Route 66,1,1,91.19,,Attack,8,Zen,,,1,,,,,,,,,,,,,
9/8/2017,Evening,48,,,,-1,L,2712,2707,-5,JustWingit,AppleSauce,Firone,Bones,Amiebae,Chaz,HazelStorm,Tobx,CrazedZomboi,Fazehobo,Memelord,Sleepie,Route 66,2,2,91.2,,Defense,8,Mercy,,,1,,,,,,,,,,,,,
9/8/2017,Evening,49,2340,2364,24,1,W,2577,2573,-4,JustWingit,BeastMD,HBHack,NomCookie,Leo,SilverSavage,Iragan,CountCoffen,Styral,Burrito,Gsmetz02,Rez,Gibraltar,1,3,88.67,3:11,Attack,7,Zarya,,,1,,,,,,,,,,,,,
9/8/2017,Evening,49,,,,1,W,2577,2573,-4,JustWingit,BeastMD,HBHack,NomCookie,Leo,SilverSavage,Iragan,CountCoffen,Styral,Burrito,Gsmetz03,Rez,Gibraltar,2,1,,0,Defense,7,Zarya,,,1,,,,,,,,,,,,,
9/8/2017,Evening,50,2364,2343,-21,-1,L,-,2545,-,JustWingit,Adamfro,BeastMD,HBhack,Nomcookie,Zuri,Dingodile,Chixok,AngryChicken,Artemis,DWStriker,SinkMyDuck,Hollywood,1,2,73.16,,Attack,8,,,,1,,,,,,,,,,,,,
9/8/2017,Evening,50,,,,-1,L,-,2545,-,JustWingit,Adamfro,BeastMD,HBhack,Nomcookie,Zuri,Dingodile,Chixok,AngryChicken,Artemis,DWStriker,SinkMyDuck,Hollywood,2,2,73.17,,Defense,7,,,,1,,,,,,,,,,,,,
9/10/2017,Evening,51,2343,2368,25,1,W,2498,2446,-52,JustWingIt,BeastMD,Nomcookie,Shinra,Synergii,Novokaine,TheRugester,Battleslug,Thrillerpark,Acropol,Frank42,JohnCena,Dorado,1,3,85.75,1:21,Attack,6.5,Zen,,,2,,,,,,,,,,,,,
