Date,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Note,,
1/17/2017,263,,,,,W,,,,JustWingIt,OWOWhatsThis,PickThenPush,Borderline,Dubbz,ForceQuit,BoynextDoor,IceSmashing,Lothinar,NickRyan,Takonvi,TheGoonyMac,Eichenwalde,2,1,n/a,2:24,Attack,1.5,Torbjorn,,,,,
1/17/2017,264,2102,2142,40,,W,-,-,-,JustWingIt,OWOWhatsThis,PickThenPush,Ghost,StudioGhoul,Ganic,RayGun1023,BayView,Retep57,ChiefJosh,DeMaster,Demon,Route 66,1,1,69.63,0,Defend,5,Torbjorn,,,,,
1/17/2017,264,,,,,W,,,,JustWingIt,OWOWhatsThis,PickThenPush,Ghost,StudioGhoul,Ganic,RayGun1023,BayView,Retep57,ChiefJosh,DeMaster,Demon,Route 66,2,2,69.64,0:19,Attack,4.5,Torbjorn,,,,,
1/17/2017,265,2142,2122,-20,,L,-,-,-,JustWingIt,OWOWhatsThis,PickThenPush,MadCody22,OBXSpitFire,honey8Dew,Ganic,Barely,Nero,Abandoned,Crazzyll,Puk3,Gibraltar,1,0,45.91,0,Attack,4.5,Torbjorn,,,,,
1/17/2017,265,,,,,L,,,,JustWingIt,OWOWhatsThis,PickThenPush,MadCody22,OBXSpitFire,honey8Dew,Ganic,Barely,Nero,Abandoned,Crazzyll,Puk3,Gibraltar,2,1,45.92,1:43,Defend,2.5,Torbjorn,Ana,,,,
1/17/2017,266,2122,2122,0,,Draw,-,-,-,JustWingIt,OWOWhatsThis,PickThenPush,Yidus,Merlin,SacredBonz,Lambuck1,ZackCon2,Injoi,Korker,RoadtoTorb3k,Yahtzee,Hollywood,1,3,79.06,0,Attack,8.5,Lucio,,,,,
1/17/2017,266,,,,,Draw,,,,JustWingIt,OWOWhatsThis,PickThenPush,Yidus,Merlin,SacredBonz,Lambuck2,ZackCon3,Injoi,Korker,RoadtoTorb3k,Yahtzee,Hollywood,2,3,79.06,2:18,Defend,6,Symmetra,Zarya,,,,
1/17/2017,266,,,,,Draw,,,,JustWingIt,OWOWhatsThis,PickThenPush,Yidus,Merlin,SacredBonz,Lambuck3,ZackCon4,Injoi,Korker,RoadtoTorb3k,Yahtzee,Hollywood,3,0,n/a,0,Defend,4,Symmetra,,,,,
1/17/2017,267,2122,2145,23,,W,-,-,-,JustWingIt,OWOWhatsThis,Midnight,Buena,JasonOlivas,NightOwl,Sylofic,Yidus,Hiimgochu,MadeinKorea,Lambuck1,ZackCon2,Volskaya Industries,1,0,n/a,0,Defend,4,Symmetra,,,,,
1/17/2017,267,,,,,W,,,,JustWingIt,OWOWhatsThis,Midnight,Buena,JasonOlivas,NightOwl,Sylofic,Yidus,Hiimgochu,MadeinKorea,Lambuck1,ZackCon2,Volskaya Industries,2,1,n/a,2,Attack,2,Ana,,,,,
1/17/2017,268,2145,2171,26,,W,-,-,-,JustWingIt,OWOWhatsThis,GimpXtreme,MadMage,MockMock,MonGolia,ScarletLee,Tacopie51,Midnight,AolMenki,Bubs,LaidBackLiu,Temple of Anubis,1,0,n/a,0,Defend,4,Symmetra,,,,,
1/17/2017,268,,,,,W,,,,JustWingIt,OWOWhatsThis,GimpXtreme,MadMage,MockMock,MonGolia,ScarletLee,Tacopie51,Midnight,AolMenki,Bubs,LaidBackLiu,Temple of Anubis,2,1,n/a,0:05,Attack,4,Ana,,,,,
1/17/2017,269,2171,2157,-14,,L,,,,JustWingIt,OWOWhatsThis,Buena,MadMage,MockMock,MonGolia,Gompers,MrTucker,BlackBetty45,ObamaDid912,Holloway,HzMcgee,Nepal,-,0-3,lll,,CP,15.5,Torbjorn,Zarya,Ana,,,
1/18/2017,270,2157,2186,29,,W,Check,Check,-,-,-,-,-,-,-,-,-,-,-,-,-,Volskaya Industries,1,1,n/a,0,Defend,Check,Symmetra,,,,,
1/18/2017,270,,,,,W,,,,-,-,-,-,-,-,-,-,-,-,-,-,Volskaya Industries,2,2,n/a,,Attack,Check,Torbjorn,,,,,
1/18/2017,271,2186,2167,-19,,L,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun442,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV7,VinHfinity,Gibraltar,1,3,88.63,3:28,Defend,5,Ana,,,,,
1/18/2017,271,,,,,L,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun443,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV8,VinHfinity,Gibraltar,2,3,88.63,1:58,Attack,6,Zen,,,,,
1/18/2017,271,,,,,L,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun444,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV9,VinHfinity,Gibraltar,3,2,61.95,3.5,Attack,3,Zen,,,,,
1/18/2017,271,,,,,L,2599,2615,16,JustWingIt,OWOWhatsThis,Dracarys,SkullMoth,IIstrippinII,Shogun445,Trinatis,GaryZilla,HelloMariMix,Jakizhan,MGNV10,VinHfinity,Gibraltar,4,3,61.96,1:22,Defend,2.5,Zen,,,,,
1/18/2017,272,2167,2149,-18,,L,2547,2596,49,JustWingIt,OWOWhatsThis,Zeldran,Is7ANumber,Dracarys,Talhn,CaptainStark,SnarkyGoblin,Mazz,Ferny2425,Vauloth,Walto,Numbani,1,2,70.41,0,Defend,8,Torbjorn,,,,,
1/18/2017,272,,,,,L,2547,2596,49,JustWingIt,OWOWhatsThis,Zeldran,Is7ANumber,Dracarys,Talhn,CaptainStark,SnarkyGoblin,Mazz,Ferny2425,Vauloth,Walto,Numbani,2,2,67.76,0,Attack,8,Torbjorn,,,,,
1/18/2017,273,2149,2125,-24,,L,2462,2456,-6,JustWingIt,OWOWhatsThis,KittnMittnz,Pallomine,PayDay,Spoops,Assassininja,Salvonic,Club,GnomeChopski,KingDuse,RiskyBiz,Eichenwalde,1,0,n/a,0,Attack,4,Torbjorn,,,,,
1/18/2017,273,,,,,L,2462,2456,-6,JustWingIt,OWOWhatsThis,KittnMittnz,Pallomine,PayDay,Spoops,Assassininja,Salvonic,Club,GnomeChopski,KingDuse,RiskyBiz,Eichenwalde,2,1,n/a,2:25,Defend,1.5,Torbjorn,,,,,
1/18/2017,274,2125,2093,-32,,L,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,King's Row,1,3,70.19,1:21,Attack,7,Zen,,,,,
1/18/2017,274,,,,,L,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,King's Row,2,3,70.19,0:59,Defend,7.5,Zen,,,,,
1/18/2017,274,,,,,L,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,King's Row,3,1,84.51,0,Defend,3.5,Zen,,,,,
1/18/2017,274,,,,,L,2489,2477,-12,JustWingIt,OWOWhatsThis,Chrishen,Reativica,Breauxken,Tunechi,Dappy,NegoHD,Felcher,Statik,JustJosh,Permatilt,King's Row,4,1,50.64,0,Attack,3,Zen,,,,,
1/18/2017,275,2093,2056,-37,,L,-,2089,-,JustWingIt,FrankerZ,Wadewilson,CJwazzy,KetoCrisp,TigerBomb,SilentMurder,Risa,RuxedoMask,Deffoctopuss,HpDarkMan,MafMalcom,Volskaya Industries,1,2,n/a,4:31,Defend,3.5,Zen,,,,,
1/18/2017,275,,,,,L,-,2089,-,JustWingIt,FrankerZ,Wadewilson,CJwazzy,KetoCrisp,TigerBomb,SilentMurder,Risa,RuxedoMask,Deffoctopuss,HpDarkMan,MafMalcom,Volskaya Industries,2,1,n/a,0,Attack,8.5,Zen,,,,,
1/18/2017,276,2056,2013,-43,,L,2034,2041,7,JustWingIt,Azure,XloganWadeX,Jordan6739,Medivh,Succexy,NightSpark,Ccal,Relic,SkinDawg11,Aztur,Owens,Dorado,1,3,85.75,0:13,Defend,8.5,Symmetra,Pharah,,,,
1/18/2017,276,,,,,L,2034,2041,7,JustWingIt,Azure,XloganWadeX,Jordan6739,Medivh,Succexy,NightSpark,Ccal,Relic,SkinDawg11,Aztur,Owens,Dorado,2,0,78.25,0,Attack,5.5,Solider76,Mercy,,,,
1/18/2017,277,2013,2013,0,,Draw,2008,2003,-5,JustWingIt,Azure,Medic,Mrs3rdFloor,Tricky,AznRedPanda,KatJam,LaJinn,Aokay,HeroClub,Nymphaea,SaintKai,Temple of Anubis,1,1,n/a,0,Attack,8,Symmetra,,,,,
1/18/2017,277,,,,,Draw,2008,2003,-5,JustWingIt,Azure,Medic,Mrs3rdFloor,Tricky,AznRedPanda,KatJam,LaJinn,Aokay,HeroClub,Nymphaea,SaintKai,Temple of Anubis,2,1,n/a,0,Defend,8,Symmetra,,,,,
1/19/2017,278,2013,1966,-47,,L,2002,2010,8,JustWingIt,Phenixzera,ReRun,XenoHort,NightMarecv,GravityBro,WrayChris,Michong,Hecticsh4dow,Azren,GoldenEye,Blindspot,King's Row,1,2,68.25,0,Defend,8.5,Torbjorn,Zen,,,,
1/19/2017,278,,,,,L,2002,2010,8,JustWingIt,Phenixzera,ReRun,XenoHort,NightMarecv,GravityBro,WrayChris,Michong,Hecticsh4dow,Azren,GoldenEye,Blindspot,King's Row,2,2,63.21,0,Attack,8,Zen,Lucio,,,,
1/19/2017,279,1966,1992,26,,W,2328,2375,47,JustWingIt,OWOWhatsThis,PickThenPush,RedSkulz,Default44,Phantom,Dangleesac,BigBoyBrandy,Backwards,AutoMatik,Dave,Malmuffin,Route 66,1,1,86.37,0,Defend,5.5,Torbjorn,,,,,
1/19/2017,279,,,,,W,2328,2375,47,JustWingIt,OWOWhatsThis,PickThenPush,RedSkulz,Default44,Phantom,Dangleesac,BigBoyBrandy,Backwards,AutoMatik,Dave,Malmuffin,Route 66,2,2,86.38,0,Attack,5.5,Symmetra,,,,,
1/19/2017,280,1992,2020,28,,W,2355,2396,41,JustWingIt,OWOWhatsThis,PickThenPush,FrostyShadow,SwagMaster51,Samuel,Yosamamama,CrispyN64,Constintinea,Wheevil,Secretsword,Sparkko,Temple of Anubis,1,0,n/a,0,Defend,4,Symmetra,,,,,
1/19/2017,280,,,,,W,2355,2396,41,JustWingIt,OWOWhatsThis,PickThenPush,FrostyShadow,SwagMaster51,Samuel,Yosamamama,CrispyN64,Constintinea,Wheevil,Secretsword,Sparkko,Temple of Anubis,2,1,n/a,0,Attack,1.5,Symmetra,,,,,
1/19/2017,281,2020,2003,-17,,L,2479,2506,27,JustWingIt,Asimmovania,OWOWhatsthis,PickThenPush,OPKid,Reclaimer,FreakinHobo,Spikeroo,Bataki,Flego,Krisk,MikeBraisted,Hollywood,1,3,79.06,2:44,Defend,7,Symmetra,Zarya,,,,
1/19/2017,281,,,,,L,2479,2506,27,JustWingIt,Asimmovania,OWOWhatsthis,PickThenPush,OPKid,Reclaimer,FreakinHobo,Spikeroo,Bataki,Flego,Krisk,MikeBraisted,Hollywood,2,2,42:21:00,0,Attack,8.5,Ana,,,,,
1/19/2017,282,2003,1985,-18,,L,2474,2502,28,JustWingIt,Asimmovania,OWOWhatsthis,Bonkripper,Motivating,Vital,PatrickSt,Staph,tomato,FortyFives,Furioustyles,MrJohnson,Dorado,1,0,52.78,0,Attack,4.5,Torbjorn,Solider,Lucio,,,
1/19/2017,282,,,,,L,2474,2502,28,JustWingIt,Asimmovania,OWOWhatsthis,Bonkripper,Motivating,Vital,PatrickSt,Staph,tomato,FortyFives,Furioustyles,MrJohnson,Dorado,2,0,52.79,3:16,Defend,1,Mercy,,,,,
1/19/2017,283,1985,2008,23,,W,2474,2460,-14,JustWingIt,Asimmovania,OWOWhatsthis,JBG,Rockadile,PapaPuddin,Damaramu,QiCheng,TheSmurfGod,BlackLotus,CakeinaCup,Rozey2,Lijiang Tower,-,3-0,www,,CP,13,Symmetra,,,,,
1/19/2017,284,2008,1986,-22,,L,2358,2371,13,JustWingIt,Asimmovania,Han,Cozmic,Sharkbait,Whel,Fe1998,Kenson,ShaiSo,Flooze,Ion000,Nyanthos,Oasis,-,0-3,lll,,CP,16.5,Symmetra,Mercy,,,,
1/20/2017,285,1986,2007,21,,W,1964,1967,3,JustWingIt,Xero,Azorac,GoldenBoy,Borkly,GPGafterMath,BadWolf,Danyx,SmokePhase,Dakng,Afro,Gee,Hollywood,1,3,79.06,0,Attack,8.5,Zen,,,,,
1/20/2017,285,,,,,W,1964,1967,3,JustWingIt,Xero,Azorac,GoldenBoy,Borkly,GPGafterMath,BadWolf,Danyx,SmokePhase,Dakng,Afro,Gee,Hollywood,2,0,n/a,0,Defend,4,Torbjorn,,,,,
1/20/2017,286,2007,2026,19,,W,1972,1937,-35,JustWingIt,Azorac,GoldenBoy,Xero,BentStar,Trowa,Sride001,Tallnut66,AirForceJuan,Castro99,KcoBra93,Zesty,Route 66,1,2,67.28,0,Attack,7,mercy,,,,,
1/20/2017,286,,,,,W,1972,1937,-35,JustWingIt,Azorac,GoldenBoy,Xero,BentStar,Trowa,Sride001,Tallnut66,AirForceJuan,Castro99,KcoBra93,Zesty,Route 66,2,0,28.66,0,Defend,4,Zen,,,,,
1/20/2017,287,2026,2048,22,,W,1991,1955,-36,JustWingIt,GoldenBoy,Trowa,Xero,HnLwing,Lucius,XenoCrates,Dacastus,DFThursday,Hiimoutburst,Pointless,Tarpoon,Numbani,1,2,70.21,0,Attack,8.5,Zen,,,,,
1/20/2017,287,,,,,W,1991,1955,-36,JustWingIt,GoldenBoy,Trowa,Xero,HnLwing,Lucius,XenoCrates,Dacastus,DFThursday,Hiimoutburst,Pointless,Tarpoon,Numbani,2,0,n/a,0,Defend,4,Mercy,,,,,
1/20/2017,288,2048,2048,0,,Draw,2005,1977,-28,JustWingIt,GoldenBoy,Trowa,HnLwing,Omni,ZeroZephyr,Anorak,Brandowonder,Flippity,Lefunny,Loading,Veno,Hanamura,1,1,n/a,0,Attack,8,Ana,,,,,
1/20/2017,288,,,,,Draw,2005,1977,-28,JustWingIt,GoldenBoy,Trowa,HnLwing,Omni,ZeroZephyr,Anorak,Brandowonder,Flippity,Lefunny,Loading,Veno,Hanamura,2,1,n/a,0,Defend,8,Ana,,,,,
1/20/2017,289,2048,2081,33,,W,2018,1994,-24,JustWingIt,GoldenBoy,HnLwing,Trowa,ZeroZephyr,Viserion,Swtch,Dezorak,Lugiaveltal,MrJgLfc,MyXlarious,ShadowEagle,Gibraltar,1,2,57.68,0,Attack,8,Mercy,Ana,,,,
1/20/2017,289,,,,,W,2018,1994,-24,JustWingIt,GoldenBoy,HnLwing,Trowa,ZeroZephyr,Viserion,Swtch,Dezorak,Lugiaveltal,MrJgLfc,MyXlarious,ShadowEagle,Gibraltar,2,2,47.29,0,Defend,8.5,Ana,,,,,
1/22/2017,290,2081,2057,-24,,L,2073,2051,-22,JustWingIt,MrGod,Lunaticcalm,Nevermind,Carmilla,Positivity,Guapo,Mvj23,Kwisatz,RommyD,Basilisk,Denn1s,King's Row,1,0,n/a,0,Attack,4,Zen,,,,,/
1/22/2017,290,,,,,L,2073,2051,-22,JustWingIt,MrGod,Lunaticcalm,Nevermind,Carmilla,Positivity,Guapo,Mvj23,Kwisatz,RommyD,Basilisk,Denn1s,King's Row,2,1,n/a,2:33,Defend,1.5,Zen,,,,,
1/22/2017,291,2057,2083,26,,W,2076,2019,-57,JustWingIt,Leo,xxqOOqxx,GreenBeanzz,Magicka,Sour12324,ArkHebes,Reight,Goochthegrey,Kurt,Autoparts,Pinkies,Nepal,-,3-1,wwlw,,CP,,Ana,,,,,
1/23/2017,292,2083,2108,25,,W,2062,2068,6,JustWingIt,DoctorEvil,LittleCat,Skrrt,A4AlonS003,WildGhost,Aznghost,SaltyVaper,Eraklice,Gator,Husky,HuskyBruns,Hollywood,1,1,95.53,0,Attack,6.5,Ana,,,,,
1/23/2017,292,,,,,W,2062,2068,6,JustWingIt,DoctorEvil,LittleCat,Skrrt,A4AlonS003,WildGhost,Aznghost,SaltyVaper,Eraklice,Gator,Husky,HuskyBruns,Hollywood,2,0,n/a,0,Defend,4,Torbjorn,,,,,
1/23/2017,293,2108,2083,-25,,L,2105,2102,-3,JustWingIt,JaBroni,Kowalski,NinthPixel,Raletia,Synaptic,DoctorEvil,PhilyCheese,BootyBarks,Griever,Lazav,Toxicoxgen,Ilios,-,2-3,wllwl,,CP,26,Lucio,Zen,,,,
1/23/2017,294,2083,2054,-29,,L,2042,2036,-6,JustWingIt,TML03,MingOOMangOO,Reikoshea,Laws13,Mishynemo,Malachai,EvantheKing,MKarvells,Kowalski,NinthPixel,Raletia,Hanamura,1,2,n/a,3:14,Defend,5,Symmetra,,,,,
1/23/2017,294,,,,,L,2042,2036,-6,JustWingIt,TML04,MingOOMangOO,Reikoshea,Laws14,Mishynemo,Malachai,EvantheKing,MKarvells,Kowalski,NinthPixel,Raletia,Hanamura,2,0,n/a,0,Attack,5.5,Ana,,,,,
1/23/2017,295,2054,2054,0,,-,2028,2030,2,JustWingIt,SamSam,KyroCore,Nuhanda,AAALex,EvokedV2,Shad,VVVV,Beers,BattlenetBot,SlipperySnak,Click2Win,Dorado,1,-,n/a,,Defend,0,Torbjorn,,,,,
1/23/2017,296,2054,2031,-23,,L,2063,2023,-40,JustWingIt,WetWilly2140,Beers,Mossies,SlipperySnak,Drunk3nDave,MDzz,Shad,VVVV,Nuhanda,BattlenetBot,RomanSpartan,Oasis,-,2-3,wwlll,,CP,17.5,Ana,,,,,
1/23/2017,297,2031,2054,23,,W,2033,1961,-72,JustWingIt,TDK,LeSath,DonBrenner,JohnCena1738,Velociraptor,MadMonkey,IronMonkey,Azulish,PomPomball,FridayNight,NetoBrev,Ilios,-,3-0,www,,CP,11,Lucio,,,,,
1/23/2017,298,2054,2076,22,,W,2038,2040,2,JustWingIt,Altoids69,Ayreon,CrazySpooky,Illgotten,NaySoji,GCeekon,Doge,Heater,Malachai,Janglez,RageWolf,Nepal,-,3-0,www,,CP,11,Zen,,,,,
1/23/2017,299,2076,2076,0,,Draw,2059,2025,-34,JustWingIt,Altoids69,CrazySpooky,Illgotten,NaySoji,Saboltooth,Fireflyhobo,FlippityFlop,Saeiter,Luciferhead,Sneez3,TKC,Hanamura,1,2,n/a,0,Defend,8.5,Zen,,,,,
1/23/2017,299,,,,,Draw,2059,2025,-34,JustWingIt,Altoids70,CrazySpooky,Illgotten,NaySoji,Saboltooth,Fireflyhobo,FlippityFlop,Saeiter,Luciferhead,Sneez4,TKC,Hanamura,2,2,n/a,0,Attack,8.5,Zen,,,,,
1/23/2017,300,2076,2096,20,,W,2067,2059,-8,JustWingIt,Altoids70,Illgotten,NaySoji,SuperSion,Govnah,FoxiiMedic,JurbinBurns,Lush,OcoMmodityo,Sky3s,FireflyHobo,Lijiang Tower,-,3-2,wlwlw,,CP,25.5,Zen,,,,,
1/23/2017,301,2096,2120,24,,W,2061,2053,-8,JustWingIt,Hamman895,ToxPip,Lulu,BarroomHero,Trogdor,XCritical,Insane,Rxnin,Eclipse,FireKid96,Knasty,Oasis,-,3-0,www,,CP,15.5,Zen,,,,,
1/23/2017,302,2120,2158,38,,W,2065,2103,38,JustWingIt,IMcPherson,Muninn,PhantomShock,Steven,Yoko,Archen,Yatesie,BarroomHero,Trogdor,NerdyNurse,Sphased,Lijiang Tower,-,3-2,lwwlw,,CP,27,Ana,,,,,
1/23/2017,303,2158,2190,32,,W,2093,-,#VALUE!,JustWingIt,Sabertore,Yatesie,Steele,Muninn,PhantomShock,Drakkz,Xeltias,MetaLiconeV2,Explosivo,Shape,XXCrement,Dorado,1,2,77.09,0,Attack,8,Ana,,,,,
1/23/2017,303,,,,,W,2093,-,#VALUE!,JustWingIt,Sabertore,Yatesie,Steele,Muninn,PhantomShock,Drakkz,Xeltias,MetaLiconeV2,Explosivo,Shape,XXCrement,Dorado,2,0,58.08,0,Defend,4,Ana,,,,,
1/23/2017,304,2190,2229,39,,W,2179,2148,-31,JustWingIt,KadeemKiller,1,KingReaper,Knerds,LgetFresh21,Addohm,Sledge,Dhruvinator,Grimm,FunkyMonkey,Conrad,Numbani,1,1,84.66,0,Attack,7.5,Zen,,,,,
1/23/2017,304,,,,,W,2179,2148,-31,JustWingIt,KadeemKiller,1,KingReaper,Knerds,LgetFresh22,Addohm,Sledge,Dhruvinator,Grimm,FunkyMonkey,Conrad,Numbani,2,0,n/a,0,Defend,5,Torbjorn,,,,,
1/23/2017,305,2229,2206,-23,,L,2228,2209,-19,JustWingIt,HyenaBait,RandalThor,CoolCaleb,SparklMotion,MVitaminx,McFly,Sunny,Fibs,Scilenci,Skoomadadrug,Yhellow,Volskaya Industries,1,1,n/a,0,Attack,8.5,Ana,,,,,
1/23/2017,305,,,,,L,2228,2209,-19,JustWingIt,HyenaBait,RandalThor,CoolCaleb,SparklMotion,MVitaminx,McFly,Sunny,Fibs,Scilenci,Skoomadadrug,Yhellow,Volskaya Industries,2,2,n/a,0,Defend,2.5,Ana,,,One dropped end of 1st round,,
1/23/2017,306,2206,2228,22,,W,2288,2281,-7,JustWingIt,PickThenPush,Cinomed73,PhatMab,SonofThunder,NeatoBandito,UponWorthy,Kyle,BladesofWind,DietCake,ExplicitLi,TenTen,King's Row,1,3,70.19,4:14,Attack,4,Zen,,,,,
1/23/2017,306,,,,,W,2288,2281,-7,JustWingIt,PickThenPush,Cinomed73,PhatMab,SonofThunder,NeatoBandito,UponWorthy,Kyle,BladesofWind,DietCake,ExplicitLi,TenTen,King's Row,2,1,106.16,0,Defend,7,Zen,,,,,
1/23/2017,307,2228,2249,21,,W,2307,2289,-18,JustWingIt,PickThenPush,MrFlapJack,MgM274,DDedlyHunter,Didiman36,SonofThunder,Sake,Atlas,Triqy,GreenGecko,JDestroyer,Gibraltar,1,0,70.52,0,Defend,4.5,Torbjorn,,,,,
1/23/2017,307,,,,,W,2307,2289,-18,JustWingIt,PickThenPush,MrFlapJack,MgM274,DDedlyHunter,Didiman36,SonofThunder,Sake,Atlas,Triqy,GreenGecko,JDestroyer,Gibraltar,2,1,70.53,1:20,Attack,2.5,Torbjorn,,,,,
1/23/2017,308,2249,2230,-19,,L,2345,2331,-14,JustWingIt,PickThenPush,Damian,Pharoh,CosmicBox,Rocken,Souf,Skippy,Dark,Dante,Skittles,Zsalcior,Eichenwalde,1,3,57.9,2:52,Defend,5,Symmetra,,,,,
1/23/2017,308,,,,,L,2345,2331,-14,JustWingIt,PickThenPush,Damian,Pharoh,CosmicBox,Rocken,Souf,Skippy,Dark,Dante,Skittles,Zsalcior,Eichenwalde,2,1,87.03,0,Attack,7.5,Ana,,,,,
1/23/2017,309,2230,2210,-20,,L,2243,2283,40,JustWingIt,PickThenPush,Vandersmooth,Chimmy,Maximus,Timon,GildedHero,IlirM4,Chigs,Grave,PkFire,Zephy,Temple of Anubis,1,0,n/a,0,Attack,4,Ana,,,,,
1/23/2017,309,,,,,L,2243,2283,40,JustWingIt,PickThenPush,Vandersmooth,Chimmy,Maximus,Timon,GildedHero,IlirM4,Chigs,Grave,PkFire,Zephy,Temple of Anubis,2,1,n/a,0,Defend,4,Ana,,,,,
1/23/2017,310,2210,2231,21,,W,2250,2270,20,JustWingIt,PickThenPush,Stingiest,Hazey,ZinCathon,Viride,Jack,WarMachine,Stoic,Einstein,HHCNMMMP,Rng,Oasis,-,3-1,wwlw,,CP,20,Zen,,,,,
1/23/2017,311,2231,2211,-20,,L,2296,2316,20,JustWingIt,PickThenPush,Stingiest,Gnome,Epau,Peppers,Mel,BlueTulip,MrEpicsmiley,DiamonddCiw,GoldSticker,KatanaChamp,Nepal,-,1-3,wlll,,CP,15.5,Ana,,,,,
1/23/2017,312,2211,2184,-27,,L,2191,2186,-5,JustWingIt,Menathradon,RetroRaptor,JuiceTrades,Shogun,Zacharyp,CherryonFire,Munkee,Scizor,Abstract,Canary,Nero,Oasis,-,2-3,llwl,,CP,20,Zen,,,,,
1/23/2017,313,2184,2162,-22,,L,2184,2180,-4,JustWingIt,Zinibud,CW4st954,FumoBeck,Timmitchell,RomanLove,LousyKid,TheRonin,Jevii,LLamaToe,WeeaBooJones,Plexer,Eichenwalde,1,0,n/a,0,Attack,4,Mercy,,,,,
1/23/2017,313,,,,,L,2184,2180,-4,JustWingIt,Zinibud,CW4st954,FumoBeck,Timmitchell,RomanLove,LousyKid,TheRonin,Jevii,LLamaToe,WeeaBooJones,Plexer,Eichenwalde,2,1,n/a,3:02,Defend,1,Mercy,,,,,
1/23/2017,314,2162,2129,-33,,L,2121,2147,26,JustWingIt,HandyMandy,Adam,PandaMonster,ScoutMaster,Zidijan,Rentabeard,Kobeashi,MysticBoon,GhostWhite,LoveBird,MrPizzaGui,Oasis,-,2-3,wlwll,,CP,20.5,Zen,,,,,
1/24/2016,315,2129,2129,0,,Draw,2127,2102,-25,JustWingIt,Lizard,SleepyBear,PlasticJug,Daraus,Mikuchandesu,KingZolezzi,GoldenArmz,Puppy,Rabbidsye969,Angel,Bear,Numbani,1,3,65.82,0,Attack,8.5,Dva,,,,,
1/24/2016,315,,,,,Draw,2127,2102,-25,JustWingIt,Lizard,SleepyBear,PlasticJug,Daraus,Mikuchandesu,KingZolezzi,GoldenArmz,Puppy,Rabbidsye970,Angel,Bear,Numbani,2,3,65.82,2:56,Defend,5,Dva,,,,,
1/24/2016,315,,,,,Draw,2127,2102,-25,JustWingIt,Lizard,SleepyBear,PlasticJug,Daraus,Mikuchandesu,KingZolezzi,GoldenArmz,Puppy,Rabbidsye971,Angel,Bear,Numbani,3,0,n/a,0,Defend,3,Symmetra,,,,,
1/24/2016,316,2129,2090,-39,,L,2132,2123,-9,JustWingIt,Hydropump,TheTyrant,khanware,FunkyPants,TheLegend27,SleepyBear,KingZolezzi,Miku,Sniper,TheSquatch,ToFuBro,Hollywood,1,3,79.06,1:44,Defend,5.5,Torbjorn,,,,,
1/24/2016,316,,,,,L,2132,2123,-9,JustWingIt,Hydropump,TheTyrant,khanware,FunkyPants,TheLegend28,SleepyBear,KingZolezzi,Miku,Sniper,TheSquatch,ToFuBro,Hollywood,2,2,112.38,0,Attack,5.5,Zen,,,,,
1/24/2016,317,2090,2123,33,,W,2066,2058,-8,JustWingIt,MartialMarts,TiggaHplS190,Gibusvius,Exodus,Nazgoth,DankMemeLord,Jolope,FrostyFeet,Kagenovinay,Martman689,Sombre,Nepal,-,3-0,www,,CP,17.5,Ana,,,,,
1/24/2016,318,2123,2156,33,,W,2100,2122,22,JustWingIt,Stinger1829,MonsterJuice,Mignus,Kira,SmurftheSmur,Al3kos,Brhymin,Firesky,Kashido,Basillisk,Hindenburg,Hollywood,1,0,n/a,0,Defend,5,Ana,,,,,
1/24/2016,318,,,,,W,2100,2122,22,JustWingIt,Stinger1830,MonsterJuice,Mignus,Kira,SmurftheSmur,Al3kos,Brhymin,Firesky,Kashido,Basillisk,Hindenburg,Hollywood,2,1,n/a,2:37,Attack,1.5,Ana,,,,,
1/24/2016,319,2156,2132,-24,,L,2135,2108,-27,JustWingIt,Tsukasa,Megattonne,Nora,Allioup,Flood,HyperCharged,Mignus,Tyslay,JoeDiesel,MilRxDrilr,XstrikerX,Numbani,1,0,n/a,0,Attack,4.5,Ana,,,,,
1/24/2016,319,,,,,L,2135,2108,-27,JustWingIt,Tsukasa,Megattonne,Nora,Allioup,Flood,HyperCharged,Mignus,Tyslay,JoeDiesel,MilRxDrilr,XstrikerX,Numbani,2,1,n/a,2:55,Defend,1,Symmetra,,,,,
