Date,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Note,,
12/4/2016,1,2387,,,,W,-,-,-,JustWingIt,Gwennie,HBHack,DJDirtyElbow,Crackeye,Planetarian,MrChad,Funkler,Zeefreeman,CrazyFi,Darkweld,WormWood,Nepal,-,wwllw,3-2,,CP,22,Ana,,,,,
12/4/2016,2,2387,2367,-20,,L,2617,2619,-2,JustWingIt,Gwennie,HBHack,Celluknight,Devious718,Flanksteak,Rockenstein,Rhino222222,UWOtm8,Karnage,Toosealy4me,Trianta,Dorado,1,-,74.54,0,Attack,6,Ana,,,,,
12/4/2016,2,,,,,L,2617,2619,-2,JustWingIt,Gwennie,HBHack,Celluknight,Devious719,Flanksteak,Rockenstein,Rhino222223,UWOtm9,Karnage,Toosealy4me,Trianta,Dorado,2,0,n/a,0,Defend,4,Torbjorn,Tracer,,,,
12/4/2016,3,2367,2367,0,,-,2680,2745,-65,Justwingit,CeleryMan,HBHack,Looty,MisterMaster,Teophrastus,Dad,Mom,Atdubz,Dreamkiller,Favion,Worsttoplane,Gibraltar,1,1,0,,Attack,0,Ana,,,,,
12/15/2016,4,2367,2367,0,,-,-,-,-,JustwingIt,Celeryman,HBHack,Looty,Manofthewild,TheSmalldog,DDSBUI,Hannibal,Hasaky,Ihave6pack,RIP,Starfish,Dorado,1,0,0,,Attack,0,,,,,,
12/15/2016,5,2367,2330,-37,,L,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,King's Row,1,3,70.19,0.8,Attack,8,Lucio,,,,,
12/15/2016,5,,,,,L,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,King's Row,2,3,70.19,3:25,Defend,5,Lucio,Ana,,,,
12/15/2016,5,,,,,L,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,King's Row,3,0,0,0,Attack,1,Lucio,Ana,,,,
12/15/2016,5,,,,,L,2659,2687,-28,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,MasterWee,Occi,AJWaka,Deadlykitten,Klubsee,Silver,Skuid,King's Row,4,1,0,0,Defend,3,Lucio,,,,,
12/15/2016,6,2330,2330,0,,-,2595,2683,-88,JustwingIt,Celeryman,HBHack,Looty,TheSmalldog,Dvus,Elucian,Pajerski,Penguin,Susieeq,Tomeev,Trotsky,Temple of Anubis,-,-,n/a,,Attack,,,,,,,
12/15/2016,7,2330,2350,20,,W,2573,2622,-49,JustwingIt,HBHack,Looty,TheSmalldog,Mao,Fubarcrew,DoctorDog,Kamikazi,BarryAllen,KCMax,Truealpha,Yugo,Nepal,-,wwllw,3-2,,CP,,Lucio,,,,,
12/6/2016,8,2350,2331,-19,,L,-,-,-,JustwingIt,ADAMFRO,HBHack,Yrova,Cresselia,DiamondSeek,Saurokai,BillSatchels,CryoSight,Fawx72,Markthevi,Primmslim,Dorado,1,1,95.55,0,Defend,12,Lucio,,,,,
12/6/2016,8,,,,,L,-,-,-,JustwingIt,ADAMFRO,HBHack,Yrova,Cresselia,DiamondSeek,Saurokai,BillSatchels,CryoSight,Fawx72,Markthevi,Primmslim,Dorado,2,0,57.08,0,Attack,,Ana,,,,,
12/6/2016,9,2331,2331,0,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,HBHack,Yrova,TheGlaze,Pikming,Billsatchels,CryoSight,Fawx72,Markthevi,Primmslim,Hanamura,1,2,n/a,0,Defend,9,Ana,,,,,
12/6/2016,9,,,,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,HBHack,Yrova,TheGlaze,Pikming,Billsatchels,CryoSight,Fawx73,Markthevi,Primmslim,Hanamura,2,2,n/a,1:01,Attack,7,Ana,,,,,
12/6/2016,9,,,,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,HBHack,Yrova,TheGlaze,Pikming,Billsatchels,CryoSight,Fawx74,Markthevi,Primmslim,Hanamura,3,0,n/a,0,Attack,2,Lucio,,,,,
12/6/2016,10,2331,2376,45,,W,-,-,-,JustwingIt,ADAMFRO,Berezaa,Yrova,Whimsy,ProCharles,Jcdamonsta,Barebacker,Junito2k,Thelastdon,Theruseblues,Vioiletlegacy,King's Row,1,2,34.28,0,Defend,10,Ana,,,,,
12/6/2016,10,,,,,W,-,-,-,JustwingIt,ADAMFRO,Berezaa,Yrova,Whimsy,ProCharles,Jcdamonsta,Barebacker,Junito2k,Thelastdon,Theruseblues,Vioiletlegacy,King's Row,2,3,34.29,1:09,Attack,7,Ana,,,,,
12/6/2016,11,2376,2419,43,,W,-,-,-,JustwingIt,ADAMFRO,Berezaa,Yrova,Kracky,Breadbug,MadlyDevoid,Kevin,Gin,GPonz,Kai,SneakySnake,ilios,-,www,3-0,,CP,13,Lucio,Ana,,,,
12/6/2016,12,2419,2419,0,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,Volskaya Industries,1,2,n/a,5,Attack,4,Ana,,,,,
12/6/2016,12,,,,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,Volskaya Industries,2,2,n/a,1,Defend,8,Ana,,,,,
12/6/2016,12,,,,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,Volskaya Industries,3,2,n/a,0,Defend,5,Ana,,,,,
12/6/2016,12,,,,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,Volskaya Industries,4,2,n/a,1:33,Attack,6,Lucio,,,,,
12/6/2016,12,,,,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,Volskaya Industries,5,0,n/a,0,Defend,6,Lucio,,,,,
12/6/2016,12,,,,,Draw,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,Breadbug,Craft,Griffinkai,Jig,Sirrunlot,Tirren,Dumspring,Volskaya Industries,6,0,n/a,0,Attack,2,Lucio,,,,,
12/6/2016,13,2419,2454,35,,W,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,LittlePeace,Whimsy,Breakfast,Hoodwatch,Ditto,Hotchocolate,Polanety,Dorado,1,0,51.47,0,Defend,6,Mercy,,,,,
12/6/2016,13,,,,,W,-,-,-,JustwingIt,ADAMFRO,Berezaa,Favonius,Yrova,LittlePeace,Whimsy,Breakfast,Hoodwatch,Ditto,Hotchocolate,Polanety,Dorado,2,1,51.48,3:08,Attack,3,Zen,,,,,
12/6/2016,14,2454,2501,47,,W,-,-,-,JustwingIt,Favonius,Yrova,NotSoSlims,JustinSane13,Se7en89,PolarWizard,D4ncingcow,ButteredNuts,Elf,Kamilny,Meh,EichenWalde,1,2,44.97,0,Attack,8,Lucio,,,,,
12/6/2016,14,,,,,W,-,-,-,JustwingIt,Favonius,Yrova,NotSoSlims,JustinSane13,Se7en89,PolarWizard,D4ncingcow,ButteredNuts,Elf,Kamilny,Meh,EichenWalde,2,2,42.49,0,Defend,12,Ana,Mercy,Lucio,,,
12/6/2016,15,2501,2553,52,,W,-,-,-,JustwingIt,Yrova,Audioaw2015,Shl1m3,Thenyrus,Woik665,Madmike577,Multiply,FattestCloud,Misterfister,Ryry,Vicious,ilios,-,www,3-0,,CP,11,Lucio,,,,,
12/6/2016,16,2553,2616,63,,W,-,-,-,JustwingIt,Favonius,Yrova,Meecrob,Heritage,Rdales,Baconpriest,Bustwentysix,Pmuts,Dutchguts,Jigged,Waifmaterial,Hanamura,1,2,n/a,0,Attack,9,Ana,Zen,,,,
12/6/2016,16,,,,,W,-,-,-,JustwingIt,Favonius,Yrova,Meecrob,Heritage,Rdales,Baconpriest,Bustwentysix,Pmuts,Dutchguts,Jigged,Waifmaterial,Hanamura,2,1,n/a,0,Defend,,Ana,,,,,
12/6/2016,17,2616,2595,-21,,L,-,-,-,JustwingIt,ADAMFRO,Favonius,Yrova,KingPin,DayBreak,Nokeyboy062,Mitrus,Bronzie,Sockdolager,Undermind,Wacky,Temple of Anubis,1,2,n/a,1:15,Defend,7,Mercy,,,,,
12/6/2016,17,,,,,L,-,-,-,JustwingIt,ADAMFRO,Favonius,Yrova,KingPin,DayBreak,Nokeyboy063,Mitrus,Bronzie,Sockdolager,Undermind,Wacky,Temple of Anubis,2,2,n/a,0,Attack,10,Lucio,,,,,
12/6/2016,17,,,,,L,-,-,-,JustwingIt,ADAMFRO,Favonius,Yrova,KingPin,DayBreak,Nokeyboy064,Mitrus,Bronzie,Sockdolager,Undermind,Wacky,Temple of Anubis,3,1,n/a,34,Defend,2,Zen,Lucio,,,,
12/7/2016,18,2595,2573,-22,,L,2707,2784,-77,JustWingit,Darkot,HBHack,Jrey,Looty,Infinitend,Edoc,Flutterfish,Fuze,Hoooooooward,Ryrxanthony,TLJDRBill,Gibraltar,1,0,83.81,0,Attack,5,Lucio,,,,,
12/7/2016,18,,,,,L,2707,2784,-77,JustWingit,Darkot,HBHack,Jrey,Looty,Infinitend,Edoc,Flutterfish,Fuze,Hoooooooward,Ryrxanthony,TLJDRBill,Gibraltar,2,1,83.82,0,Defend,1,Ana,,,Infinitend decided to just afk this game and force us the lost,,
12/7/2016,19,2573,2609,36,,W,2693,2711,-18,JustWingit,Darkot,HBHack,Jrey,Looty,DikDik,Dim,Ducman1806,Frzn,Janky,Savant,TomRoadrunnr,King's Row,1,0,0,0,Defend,4,Mercy,,,,,
12/7/2016,19,,,,,W,2693,2711,-18,JustWingit,Darkot,HBHack,Jrey,Looty,DikDik,Dim,Ducman1807,Frzn,Janky,Savant,TomRoadrunnr,King's Row,2,1,0,0,Attack,3,Zen,,,,,
12/7/2016,20,2609,2588,-21,,L,2720,2706,14,JustWingit,Darkot,HBHack,Jrey,Looty,AkaJlee,Grandfinale,Ambassador,Leah,Nocturne,OhBlazing,Raziel,Numbani,1,3,71.75,3:03,Defend,5,Mercy,,,,,
12/7/2016,20,,,,,L,2720,2706,14,JustWingit,Darkot,HBHack,Jrey,Looty,AkaJlee,Grandfinale,Ambassador,Leah,Nocturne,OhBlazing,Raziel,Numbani,2,0,0,0,Attack,4,Lucio,,,,,
12/7/2016,21,2588,2564,-24,,L,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,Hollywood,1,3,79.06,0,Defend,10,Lucio,Mercy,,,,
12/7/2016,21,,,,,L,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,Hollywood,2,3,79.06,0:28,Attack,10,Lucio,,,,,
12/7/2016,21,,,,,L,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,Hollywood,3,1,85.69,0,Defend,5,Mercy,Lucio,,,,
12/7/2016,21,,,,,L,2694,2733,-39,JustWingit,Darkot,Jrey,Looty,Dread,Rainbow,Sirboom,Hurtsdonut,Aali,Sockdolager,Sotet,Vinnypotato,Hollywood,4,1,42.79,0,Attack,2,Zen,,,,,
12/7/2016,22,2564,2538,-26,,L,2722,2757,-35,JustWingit,Darkot,Looty,Danari,Boom,Lucerya,Aurik,Amorfati,Enzo,Foolhardyace,Texmax007,Yooa,Nepal,-,lll,0-3,,CP,15,Lucio,Mercy,Lucio,Ana,,
12/7/2016,23,2538,2564,26,,W,2655,2736,-81,JustwingIt,Darkot,HBhack,Tweetybird,Thriller,Smooth,Extracrispy,Danari,Veven12,Austinius,Alush,Mairon,EichenWalde,1,1,120.19,0,Defend,8,Ana,,,Disconnect on enemy team in last 20 seconds. ,,
12/7/2016,23,,,,,W,2655,2736,-81,JustwingIt,Darkot,HBhack,Tweetybird,Thriller,Smooth,Extracrispy,Danari,Veven13,Austinius,Alush,Mairon,EichenWalde,2,2,120.2,0,Attack,6,Ana,,,,,
12/7/2016,24,2564,2590,26,,W,2705,2709,-4,JustwingIt,Darkot,HBhack,Looty,Throw,Vicious,Tweetybird,MonkeyGamer,Draph,Einriech,Groverdog,RobertJcat,Hollywood,1,1,100.31,0,Defend,7,Ana,,,Throw isn't a bad rein,,
12/7/2016,24,,,,,W,2705,2709,-4,JustwingIt,Darkot,HBhack,Looty,Throw,Vicious,Tweetybird,MonkeyGamer,Draph,Einriech,Groverdog,RobertJcat,Hollywood,2,2,100.32,0,Attack,5,Ana,,,,,
12/7/2016,25,2590,2568,-22,,L,2787,2812,-25,JustwingIt,Darkot,HBhack,Yrova,Rexqu,Timyu,Icestrikes,Louiloo,Glaicer123,Knut,MrWiggles,Z3ro,Route 66,1,0,79.25,0,Attack,3,Ana,,,,,
12/7/2016,25,,,,,L,2787,2812,-25,JustwingIt,Darkot,HBhack,Yrova,Rexqu,Timyu,Icestrikes,Louiloo,Glaicer124,Knut,MrWiggles,Z3ro,Route 66,2,1,79.26,0,Defend,2,Ana,,,,,
12/7/2016,26,2568,2599,31,,W,2760,2803,-43,JustwingIt,Darkot,HBhack,Yrova,Russel,Torous,Mankdemez,Uhhnegative,hypermarc,sartorius,steve5mq,zalk,Numbani,1,3,71.75,4:47,Attack,4,Lucio,,,,,
12/7/2016,26,,,,,W,2760,2803,-43,JustwingIt,Darkot,HBhack,Yrova,Russel,Torous,Mankdemez,Uhhnegative,hypermarc,sartorius,steve5mq,zalk,Numbani,2,0,0,0,Defend,4,Symmetra,,,,,
12/7/2016,27,2599,2626,27,,W,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,Temple of Anubis,1,2,n/a,3:51,Attack,5,Ana,,,,,
12/7/2016,27,,,,,W,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,Temple of Anubis,2,2,n/a,3:43,Defend,5,Symmetra,Ana,,,,
12/7/2016,27,,,,,W,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,Temple of Anubis,3,1,n/a,0,Defend,5,Symmetra,Lucio,,,,
12/7/2016,27,,,,,W,2799,2783,16,JustwingIt,Darkot,HBhack,Yrova,Apoamoxi,JuicyJa,Dox,Prazza,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,Temple of Anubis,4,2,n/a,0,Attack,5,Lucio,,,,,
12/7/2016,28,2626,2626,0,,-,2813,2788,25,JustwingIt,Darkot,HBhack,Yrova,SpaceAfrican,Pree,Gamerite,Cleeborp,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,Lijiang Tower,-,-,n/a,,CP,,,,,,,
12/7/2016,29,2626,2603,-23,,L,2813,2800,13,JustwingIt,Darkot,HBhack,Yrova,K2Alt,Morb,DiceyKins,AnimeTiddy,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,Hanamura,1,2,n/a,2:33,Defend,5,Ana,Zen,,,,
12/7/2016,29,,,,,L,2813,2800,13,JustwingIt,Darkot,HBhack,Yrova,K2Alt,Morb,DiceyKins,AnimeTiddy,Kobin,Mbtsvntrs,nekkidsnaek,warriorofsho,Hanamura,2,1,n/a,0,Attack,9,Ana,,,,,
12/7/2016,30,2603,2629,26,,W,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,Numbani,1,3,71.75,2:17,Defend,5,Ana,,,,,
12/7/2016,30,,,,,W,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,Numbani,2,3,71.75,:53,Attack,7,Mercy,Lucio,,,,
12/7/2016,30,,,,,W,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,Numbani,3,2,23.2,0,Attack,4,Lucio,,,,,
12/7/2016,30,,,,,W,2760,2828,-68,JustwingIt,Darkot,HBhack,Yrova,R3ich,Crownklown,Balackmax,Avisto,Alzarial,FloridaRolf,Lelouch,Noctu,Numbani,4,0,0,0,Defend,3,Mercy,,,,,
12/7/2016,31,2629,2615,-14,,L,2895,2952,-57,JustwingIt,Beast,Berezaa,Darkot,Yrova,Lok,Kache,CkGamer,Donkonit,ItsGood,Jahwa,Rano,EichenWalde,1,1,84.44,0,Attack,7,Mercy,,,,,
12/7/2016,31,,,,,L,2895,2952,-57,JustwingIt,Beast,Berezaa,Darkot,Yrova,Lok,Kache,CkGamer,Donkonit,ItsGood,Jahwa,Rano,EichenWalde,2,2,84.45,0,Defend,4,Ana,,,,,
12/7/2016,32,2615,2615,0,,Draw,2875,2952,-77,JustwingIt,Beast,Darkot,Yrova,Ziftry,Kebabman101,Turtlemagic,Ownagetaker,Allstar,Frontline,Intuition,RSO,Volskaya Industries,1,2,n/a,2:03,Attack,6,Lucio,,,,,
12/7/2016,32,,,,,Draw,2875,2952,-77,JustwingIt,Beast,Darkot,Yrova,Ziftry,Kebabman102,Turtlemagic,Ownagetaker,Allstar,Frontline,Intuition,RSO,Volskaya Industries,2,2,n/a,0,Defend,9,Mercy,Lucio,,,,
12/7/2016,32,,,,,Draw,2875,2952,-77,JustwingIt,Beast,Darkot,Yrova,Ziftry,Kebabman103,Turtlemagic,Ownagetaker,Allstar,Frontline,Intuition,RSO,Volskaya Industries,3,0,n/a,0,Attack,3,Ana,,,,,
12/7/2016,33,2615,2593,-22,,L,2869,2952,-83,JustwingIt,Beast,Berezaa,Darkot,Poiu45,Edge,Paralex,Gumihofox,Baich,Dragonshiryu,Punihser,Valhalla,Hanamura,1,2,n/a,1:18,Defend,7,Luico,Ana,,,,
12/7/2016,33,,,,,L,2869,2952,-83,JustwingIt,Beast,Berezaa,Darkot,Poiu45,Edge,Paralex,Gumihofox,Baich,Dragonshiryu,Punihser,Valhalla,Hanamura,2,0,n/a,0,Attack,5,Zen,,,,,
12/9/2016,34,2593,2619,26,,W,2754,2712,42,JustWingIt,Celeryman,Darkot,Ham,Solojones,Hurtsmyworld,Golaebob,Sparkie,Pangu,Rendei,Spirithunter,Szeto,Nepal,-,www,3-0,,CP,22,Lucio,,,,,
12/9/2016,35,2619,2642,23,,W,2809,2824,-15,JustWingIt,Celeryman,Darkot,Solojones,AlexBinYu,MasterC,Scare,Winter,Beastmo,Canuckfan145,Scoutkid,Slaughter56,Route 66,1,2,69,0,Defend,8,Ana,Mercy,,,,
12/9/2016,35,,,,,W,2809,2824,-15,JustWingIt,Celeryman,Darkot,Solojones,AlexBinYu,MasterC,Scare,Winter,Beastmo,Canuckfan146,Scoutkid,Slaughter57,Route 66,2,3,69.01,0,Attack,5,Mercy,,,,,
12/9/2016,36,2642,2672,30,,W,2830,2820,10,JustWingIt,Celeryman,Darkot,Solojones,BlackPrinice,Yojiexo,Angriouxxx,Asong,Danifer,Eunpyung,Jswag,Pcemakr,Gibraltar,1,2,70.25,0,Defend,9,Mercy,,,,,
12/9/2016,36,,,,,W,2830,2820,10,JustWingIt,Celeryman,Darkot,Solojones,BlackPrinice,Yojiexo,Angriouxxx,Asong,Danifer,Eunpyung,Jswag,Pcemakr,Gibraltar,2,3,70.26,0,Attack,5,Mercy,,,,,
12/9/2016,37,2672,2651,-21,,L,2913,2868,45,JustWingIt,Celeryman,Darkot,Solojones,Scartrax,Croco,Jetlee,Tuhuar,FoxofGreed,Fang,Jujaga,Sicario,Hollywood,1,3,79.06,0,Defend,9,Mercy,,,,,
12/9/2016,37,,,,,L,2913,2868,45,JustWingIt,Celeryman,Darkot,Solojones,Scartrax,Croco,Jetlee,Tuhuar,FoxofGreed,Fang,Jujaga,Sicario,Hollywood,2,1,106.28,0,Attack,7,Lucio,,,I guess 106 is based on second portion of 2nd cap,,
12/11/2016,38,2651,2621,-30,,L,-,-,-,JustWingIt,Favonius,HBHack,Looty,SorrowGrave,Littlecup,Colgate,Granmumper,Daedalus,Goliath,Llama213,PrisonDaddy,Volskaya Industries,1,1,n/a,0,Attack,9,Ana,,,,,
12/11/2016,38,,,,,L,-,-,-,JustWingIt,Favonius,HBHack,Looty,SorrowGrave,Littlecup,Colgate,Granmumper,Daedalus,Goliath,Llama214,PrisonDaddy,Volskaya Industries,2,2,n/a,2:09,Defend,6,Mercy,,,,,
12/11/2016,39,2621,2648,27,,W,-,-,-,JustWingIt,Favonius,SorrowGrave,Whewt,Xallen,Swordoftyr,ZigZagMan31,Helloimnice,CN73DRummer,Maka,Opyum,StupidMick,King's Row,1,3,70.19,0,Attack,9,Zen,,,,,
12/11/2016,39,,,,,W,-,-,-,JustWingIt,Favonius,SorrowGrave,Whewt,Xallen,Swordoftyr,ZigZagMan31,Helloimnice,CN73DRummer,Maka,Opyum,StupidMick,King's Row,2,0,0,0,Defend,4,Zen,,,,,
12/11/2016,40,2648,2673,25,,W,-,-,-,JustWingIt,Favonius,SorrowGrave,BigRube,Ichabod,Valentine,NightKnight,KennyBoy,Fooked,Gargantuan,Shadowgirl69,Snowshadow,Ilios,-,www,3-0,,CP,14,Zen,,,,,
12/11/2016,41,2673,2673,0,,Draw,2761,2750,11,JustWingIt,Berezaa,Darkot,HBHack,Solojones,Jettstone,Hugostiglitz,Jester,Koko,Nich,Saykev,Smangings,Numbani,1,0,0,0,Defend,5,Mercy,,,,,
12/11/2016,41,,,,,Draw,2761,2750,11,JustWingIt,Berezaa,Darkot,HBHack,Solojones,Jettstone,Hugostiglitz,Jester,Koko,Nich,Saykev,Smangings,Numbani,2,0,0,0,Attack,5,Mercy,,,Did not hear the count down alarm,,
12/11/2016,42,2673,2709,36,,W,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,Hanamura,1,2,n/a,:30,Defend,7,Mercy,,,,,
12/11/2016,42,,,,,W,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,Hanamura,2,2,n/a,5:24,Attack,3,Mercy,,,,,
12/11/2016,42,,,,,W,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,Hanamura,3,0,n/a,0,Defend,1,Mercy,,,,,
12/11/2016,42,,,,,W,2769,2780,-11,JustWingIt,Berezaa,Darkot,Gwennie,HBHack,Solojones,M3ga,Dystopian,Ersatz,Frost,FruitKid,TheNelly,Hanamura,4,1,n/a,2:45,Attack,3,Mercy,,,,,
12/11/2016,43,2709,2746,37,,W,2787,2739,48,JustWingIt,Berezaa,Darkot,HBHack,Solojones,Crazykidd10,ProjectVX,AngryCupcak,Elbow,JDiesel,McPiccolo,Solidsmyth,Ilios,-,www,3-0,,CP,15,Lucio,,,,,
12/11/2016,44,2746,2788,42,,W,2755,2763,-8,JustWingIt,Berezaa,Darkot,HBHack,Looty,Solojones,Adryan,Hellsbringer,Jarlaxle,PZCMaster9ce,Roninab,Wakak18,Nepal,-,lwwlw,3-2,,CP,17,Lucio,,,,,
12/11/2016,45,2788,2762,-26,,L,2785,2773,12,JustWingIt,Berezaa,Darkot,HBHack,Looty,Solojones,IEatWorms,Crees,Lorde,Popsicable,SaltyAlex,TMerc,King's Row,1,2,45.03,0,Attack,8,Lucio,,,"Widow and Bastion issue, taking them down.",,
12/11/2016,45,,,,,L,2785,2773,12,JustWingIt,Berezaa,Darkot,HBHack,Looty,Solojones,IEatWorms,Crees,Lorde,Popsicable,SaltyAlex,TMerc,King's Row,2,3,45.04,3:54,Defend,3,Symmetra,Lucio,Zen,,,
12/11/2016,46,2762,2745,-17,,L,2823,2803,20,JustWingIt,Berezaa,Darkot,HBHack,Looty,ButchyPeeps,David,Crees,Lorde,Popsicable,SaltyAlex,TMerc,Gibraltar,1,0,61.91,0,Attack,4,Mercy,,,,,
12/11/2016,46,,,,,L,2823,2803,20,JustWingIt,Berezaa,Darkot,HBHack,Solojones,ButchyPeeps,David,Crees,Lorde,Popsicable,SaltyAlex,TMerc,Gibraltar,2,1,61.92,2:53,Defend,2,Mercy,,,,,
12/11/2016,47,2745,2745,0,,Draw,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
12/11/2016,47,,,,,Draw,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,
12/11/2016,48,2745,2715,-30,,L,-,-,-,JustWingIt,Favonius,SorrowGrave,Badden,Kalermiran,Kamenskl18,Equake,Aphixan,Matroik,Derpinhard,Jellybeans,Trueimmortal,Route 66,1,2,67.63,0,Defend,5,Mercy,,,,,
12/11/2016,48,,,,,L,-,-,-,JustWingIt,Favonius,SorrowGrave,Badden,Kalermiran,Kamenskl19,Equake,Aphixan,Matroik,Derpinhard,Jellybeans,Trueimmortal,Route 66,2,0,73.83,0,Attack,5,Ana,,,,,
12/11/2016,49,2715,2665,-50,,-,-,-,-,JustWingIt,Favonius,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,Disconnected Game froze up,,
12/12/2016,50,2665,2628,-37,,L,2584,2588,-4,JustWingIt,Favonius,Barky,DancingToast,Farpy,Zalyain,Notlow,Gult,Rook,Atoncntv,Iblowbubbles,Megaton,Hollywood,1,3,79.06,0:50,Defend,8,Zen,,,,,
12/12/2016,50,,,,,L,2584,2588,-4,JustWingIt,Favonius,Barky,DancingToast,Farpy,Zalyain,Notlow,Gult,Rook,Atoncntv,Iblowbubbles,Megaton,Hollywood,2,2,2,0,Attack,9,Zen,,,,,
12/12/2016,51,2628,2576,-52,,L,2443,2404,39,JustWingIt,Bnutus,Cthulhu,Favonius,Shinobeidelta,Switcher,Fabbs,Vietpoop,Bizz,Kamios,LittleRock,Winrawr,Gibraltar,1,1,79,0,Attack,7,Ana,,,,,
12/12/2016,51,,,,,L,2443,2404,39,JustWingIt,Bnutus,Cthulhu,Favonius,Shinobeidelta,Switcher,Fabbs,Vietpoop,Bizz,Kamios,LittleRock,Winrawr,Gibraltar,2,2,79.01,0:35,Defend,6,Ana,,,,,
12/12/2016,52,2576,2512,-64,,L,2413,2330,83,JustWingIt,Bnutus,Cthulhu,Doppelganger,XcbagsX,Zephy,Wave,Fredward,WØlf,Caboose118,Forlenza,Rayztheroof,Temple of Anubis,1,2,n/a,1:11,Defend,7,Lucio,,,,,
12/12/2016,52,,,,,L,2413,2330,83,JustWingIt,Bnutus,Cthulhu,Doppelganger,XcbagsX,Zephy,Wave,Fredward,WØlf,Caboose118,Forlenza,Rayztheroof,Temple of Anubis,2,2,n/a,3:12,Attack,5,Ana,,,,,
