Date,Time,Game ID,SR,SR Finish,Delta,Streak #,Win/ Loss/Draw,My Team's SR,Enemy Team's SR,Delta,Teammate,,,,,,Enemy Team,,,,,,Map,Round,Cap Score,Score/ Distance,Time Left,D/A/CP,Length of Match,Character,,,Communication level,Note,Physicological condition,Elim,ObjKills,ObjTime,Dam,Heal,Death,Weapon Acc,KillStreak,Offensive Assists,Defensive Assists,Scoped
,,,,,,5,W,2775,2769,-6,JustWingIt,Poke,DrPepCraft,Chaudhry,DevilBoy,TheSoulTaker,BadBobby02,Corr,RilingU,Reaper,Chchcha,NachoBandito,Numbani,2,3,71.75,1:04,Defend,7,Mercy,,,2,,meh,,,,,,,,,,,
,,,,,,5,W,2775,2769,-6,JustWingIt,Poke,DrPepCraft,Chaudhry,DevilBoy,TheSoulTaker,BadBobby03,Corr,RilingU,Reaper,Chchcha,NachoBandito,Numbani,3,0,,0,Defend,1.5,Mercy,,,2,,Good,,,,,,,,,,,
,,,,,,5,W,2775,2769,-6,JustWingIt,Poke,DrPepCraft,Chaudhry,DevilBoy,TheSoulTaker,BadBobby04,Corr,RilingU,Reaper,Chchcha,NachoBandito,Numbani,4,1,,1:37,Attack,2,Mercy,,,2,,Good,,,,,,,,,,,
,,,2754,2754,0,0,Draw,2774,2773,-1,JustWingIt,Poke,Kogry,AkaMelag,Harlemswell,Jeffy,Rockitz,Binbin,BodyMassage0,Catlol,Galacticsir,Kolakeia,Hollywood,1,3,79.06,0,Defend,10,Mercy,,,1,,,,,,,,,,,,,
,,,,,,0,Draw,2774,2773,-1,JustWingIt,Poke,Kogry,AkaMelag,Harlemswell,Jeffy,Rockitz,Binbin,BodyMassage1,Catlol,Galacticsir,Kolakeia,Hollywood,2,3,79.06,0,Defend,9,Zen,Lucio,,1,,,,,,,,,,,,,
,,,,,,0,Draw,2774,2773,-1,JustWingIt,Poke,Kogry,AkaMelag,Harlemswell,Jeffy,Rockitz,Binbin,BodyMassage2,Catlol,Galacticsir,Kolakeia,Hollywood,3,0,,0,Defend,1,Zen,,,1,,,,,,,,,,,,,
,,,,,,0,Draw,2774,2773,-1,JustWingIt,Poke,Kogry,AkaMelag,Harlemswell,Jeffy,Rockitz,Binbin,BodyMassage3,Catlol,Galacticsir,Kolakeia,Hollywood,4,0,,0,Attack,2,Lucio,,,1,,,,,,,,,,,,,
4/6/2017,18:30,,2754,2728,-26,-1,L,2778,2780,2,JustWingIt,Poke,MoneyChannel,Ira9,Doobers,Kasarrah,Lorax,Doffy,SuperHova,War,Mcrogle,Moose,Numbani,1,3,71.75,1:43,Defend,6,Zen,,,1,,Bad,,,,,,,,,,,
,,,,,,-1,L,2778,2780,2,JustWingIt,Poke,MoneyChannel,Ira10,Doobers,Kasarrah,Lorax,Doffy,SuperHova,War,Mcrogle,Moose,Numbani,2,1,75.57,0,Attack,6.5,Zen,,,1,,Bad,,,,,,,,,,,
,,,2728,2728,0,0,DC,2762,2750,-12,JustWingIt,Poke,Blueeco,Align,MoneyChannel,Sausage,Urpist,Fairy,Andrew,Bayshen,Eevee,RunTmonkey,Oasis,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
,,,2728,2728,0,0,Draw,2763,2703,-60,JustWingIt,Poke,Brett12018,Slim,KlingBling21,Spat,Blueeco,Align,JoFoshoww,KKND1129,Eevee,RuntMonkey,Eichenwalde,1,0,,0,Defend,4,Mercy,,,2,Good hold,Good,,,,,,,,,,,
,1900,,,,,0,Draw,2763,2703,-60,JustWingIt,Poke,Brett12018,Slim,KlingBling21,Spat,Blueeco,Align,JoFoshoww,KKND1129,Eevee,RuntMonkey,Eichenwalde,2,0,,0,Attack,5,Zen,Lucio,,,,,,,,,,,,,,,
,,,2728,2700,-28,-2,L,2751,2737,-14,JustWingIt,Poke,Acorn,Ooevan,Eddawg,KageKiba,Curiouscosby,AppleManxD,Mewiegert,Blueeco,EarthRave,GreenTreefrg,Volskaya Industries,1,1,,0,Attack,4,Lucio,,,2,Dive comp for way too long but go,,,,,,,,,,,,
,,,,,,-2,L,2751,2737,-14,JustWingIt,Poke,Acorn,Ooevan,Eddawg,KageKiba,Curiouscosby,AppleManxD,Mewiegert,Blueeco,EarthRave,GreenTreefrg,Volskaya Industries,2,2,,6,Defend,2,Ana,,,2,We lost the poitn way too hard. ,,,,,,,,,,,,
,,,2700,2727,27,1,W,2707,2701,-6,JustWingIt,Poke,Ricky,Urpist,Menelaus,Infinity,Coldman,DZman,OOevan,Luckywinner,BrickBreaker,Gamer2,Route 66,1,1,55.99,0,Defend,Check,,,,2,,,,,,,,,,,,,
,,,,,,1,W,2707,2701,-6,JustWingIt,Poke,Ricky,Urpist,Menelaus,Infinity,Coldman,DZman,OOevan,Luckywinner,BrickBreaker,Gamer2,Route 66,2,1,56,1:45,Attack,Check,Mercy,,,2,,,,,,,,,,,,,
,2100,,2727,2752,25,2,W,2766,2779,13,JustWingIt,Poke,TuqTuq,Paquel,VoidCaster,Artazol,Acid,ZomfgStarr,Urahara,Megalazy,Died,Hyzy,Lijang Tower,4,3-1,wlww,,CP,24.5,Mercy,Ana,,2,,Good,,,,,,,,,,,
,,,2752,2727,-25,-1,L,2767,2769,2,JustWingIt,Poke,Hokage,Padorian,Kahsi,Kingbastard,Zemelon,Wing36,Pyromaniac,SpicyTaco,DeezNutz69,Dollerama,Nepal,3,0-3,lll,,CP,13,Lucio,Zen,,1,SO TERRIBLE,Tilted,,,,,,,,,,,
,,,2727,2751,24,1,W,2767,2741,-26,JustWingIt,Poke,CPFaff12,HomelessTaco,Kahsi,KingBastard,Altiar900,Woongkiki,FireDecon,RRegisteel,AnomrmalDog,Breezy,Volskaya Industries,1,0,,0,Defend,4,Mercy,,,2,Sym op,Good,,,,,,,,,,,
,,,,,,1,W,2767,2741,-26,JustWingIt,Poke,CPFaff12,HomelessTaco,Kahsi,KingBastard,Altiar900,Woongkiki,FireDecon,RRegisteel,AnomrmalDog,Breezy,Volskaya Industries,2,1,,1:56,Attack,2,Zen,,,2,Tried cancer against us but didnt'w rok,Good,,,,,,,,,,,
,,,2751,2751,0,0,Draw,2766,2780,14,JustWingIt,Poke,ThreshGod67,FuzzMaster,Thunder,Tyson,Greenball,Freese,SpnkyMccrakn,Leary,Maple,Roe,Hanamura,1,1,,0,Defend,8,Zen,Ana,,2,,Meh,,,,,,,,,,,
,21:45,,,,,0,Draw,2766,2780,14,JustWingIt,Poke,ThreshGod68,FuzzMaster,Thunder,Tyson,Greenball,Freese,SpnkyMccrakn,Leary,Maple,Roe,Hanamura,2,1,,0,Attack,8,Ana,,,2,Dranmura,Meh,,,,,,,,,,,
4/9/2017,21:00,,2751,2777,26,2,W,2656,2663,7,JustWingIt,L4mp,Poke,KapaLulz,Syrup,Farshad,Baboonis,Gimli,Doltsui,Noodle,Thor,VVNaught,Numbani,1,3,71.75,1:28,Defend,7,Ana,,,1,,Bah,,,,,,,,,,,
,,,,,,2,W,2656,2663,7,JustWingIt,L4mp,Poke,KapaLulz,Syrup,Farshad,Baboonis,Gimli,Doltsui,Noodle,Thor,VVNaught,Numbani,2,3,71.75,2:54,Attack,5,Ana,,,1,,Good,,,,,,,,,,,
,,,,,,2,W,2656,2663,7,JustWingIt,L4mp,Poke,KapaLulz,Syrup,Farshad,Baboonis,Gimli,Doltsui,Noodle,Thor,VVNaught,Numbani,3,0,,0,Defend,2,Mercy,,,1,,Good,,,,,,,,,,,
,,,,,,2,W,2656,2663,7,JustWingIt,L4mp,Poke,KapaLulz,Syrup,Farshad,Baboonis,Gimli,Doltsui,Noodle,Thor,VVNaught,Numbani,4,1,,0:57,Attack,2,Ana,,,1,,Great,,,,,,,,,,,
,,,2777,2800,23,3,W,2848,2848,0,JustWingIt,Poke,Aslfu,Allynnburnsu,ASA,JoeyBromine,Loafs,Splurging,Thanecyan,GivemeMilk,ThornFlare,TigerSTriipe,Nepal,5,3-2,lwwlw,,CP,24,Zen,Lucio,,2,Roadhog was good,Great,,,,,,,,,,,
,,,2800,2835,35,4,W,2818,2822,4,JustWingIt,Poke,StingRay45,Rickuu,PapaDaPanda,TrainStation,Sethtar,Fatty,Ava,Psypheur,BearoBelady,Sta1k,Route 66,1,3,74.5,0:55,Defend,7,Mercy,,,2,Bah Mercy needs to down,Bummed,,,,,,,,,,,
,,,,,,4,W,2818,2822,4,JustWingIt,Poke,StingRay45,Rickuu,PapaDaPanda,TrainStation,Sethtar,Fatty,Ava,Psypheur,BearoBelady,Sta1k,Route 66,2,3,74.5,2:08,Attack,5.5,Mercy,,,2,Nice push,Nice,,,,,,,,,,,
,,,,,,4,W,2818,2822,4,JustWingIt,Poke,StingRay46,Rickuu,PapaDaPanda,TrainStation,Sethtar,Fatty,Ava,Psypheur,BearoBelady,Sta1k,Route 66,3,1,71.56,0,Defend,4,Mercy,,,2,They pushed a lot,Bah,,,,,,,,,,,
,,,,,,4,W,2818,2822,4,JustWingIt,Poke,StingRay47,Rickuu,PapaDaPanda,TrainStation,Sethtar,Fatty,Ava,Psypheur,BearoBelady,Sta1k,Route 66,4,2,71.57,0,Attack,Check,Mercy,,,2,Kept screaming point point point,Great,,,,,,,,,,,
,,,2835,2864,29,5,W,2881,2844,-37,JustWingIt,Poke,ToyletDuck,Ehh,CreeperFab,Makro,Naissuuu,ItazuraPanda,Breezy,Sneeks,Blue,Mistabae,Nepal,,3-1,wwlw,,CP,17,Lucio,,,2,NIce plays all around,Great,,,,,,,,,,,
,,,2864,2840,-24,-1,L,2907,2885,-22,JustWingIt,Poke,GrumpyMonk,Tamsa,MrSoftServe,ProphecyMan,CooGG12,Zelaro,Agent,Hugo,Moiety,Olphistank,Temple of Anubis,1,0,,0,Attack,4,Ana,,,2,Widow didn't switch but we didnt' take care of genji,Bummed,,,,,,,,,,,
,,,,,,-1,L,2907,2885,-22,JustWingIt,Poke,GrumpyMonk,Tamsa,MrSoftServe,ProphecyMan,CDoGG13,Zelaro,Agent,Hugo,Moiety,Olphistank,Temple of Anubis,2,1,,2:52,Defend,1,Mercy,,,2,Kinda just got steamrolled,Bah,,,,,,,,,,,
,,,2840,2865,25,1,W,2887,2891,4,JustWingIt,Poke,CDogg12,Zelaro,MedioCre,MrMeme,Kryoh,Wr3k,Domingo,Flow3aed,Falcon,Scrotez,Numbani,1,3,71.75,2:30,Attack,6,Zen,,,2,"Nice coordination, CD was a good ",Good,,,,,,,,,,,
,,,,,,1,W,2887,2891,4,JustWingIt,Poke,CDogg13,Zelaro,MedioCre,MrMeme,Kryoh,Wr3k,Domingo,Flow3aed,Falcon,Scrotez,Numbani,2,3,71.75,Check,Defend,7,Mercy,Lucio,,2,Widow was a problem,Bah,,,,,,,,,,,
,,,,,,1,W,2887,2891,4,JustWingIt,Poke,CDogg14,Zelaro,MedioCre,MrMeme,Kryoh,Wr3k,Domingo,Flow3aed,Falcon,Scrotez,Numbani,3,1,66.04,0,Defend,Check,Mercy,,,2,,Bah,,,,,,,,,,,
,,,,,,1,W,2887,2891,4,JustWingIt,Poke,CDogg15,Zelaro,MedioCre,MrMeme,Kryoh,Wr3k,Domingo,Flow3aed,Falcon,Scrotez,Numbani,4,2,66.05,0:47,Attack,2,Zen,,,2,I feel better,Good,,,,,,,,,,,
,,,2865,2845,-20,-1,L,2894,2907,13,JustWingIt,Poke,Narrox,Josh,ShortBread,Zann,Wr3k,Dungamon,Jayc,MrSwan,Raenltyth,Terron,Dorado,1,0,79.69,0,Defend,4,Mercy,,,1,"Everyone kinda just knew what to do, but could have been better",Good,,,,,,,,,,,
,23:43,,,,,-1,L,2894,2907,13,JustWingIt,Poke,Narrox,Josh,ShortBread,Zann,Wr3k,Dungamon,Jayc,MrSwan,Raenltyth,Terron,Dorado,2,0,Check,0,Attack,5,Mercy,,,1,Widow and pharah,Bah,,,,,,,,,,,
4/10/2017,,,2845,2868,23,1,W,2880,2898,18,JustWingIt,Poke,SavageFinest,LolHanzoMain,LongFi,Chad,Nigato,Bravado,Adamosa,IonBlast,Boon,WTFBOon,Hollywood,1,0,,0,Defend,4,Mercy,,,2,"Pharah was just melting me, but we held",Nice,,,,,,,,,,,
,,,,,,1,W,2880,2898,18,JustWingIt,Poke,SavageFinest,LolHanzoMain,LongFi,Chad,Nigato,Bravado,Adamosa,IonBlast,Boon,WTFBOon,Hollywood,2,0,,0,Attack,4,Zen,,,2,We're slow at pushing and then the pushed worked,Nice,,,,,,,,,,,
,,,2868,2891,23,2,W,2905,2896,-9,JustWingIt,Poke,Andtylertoo,Luke,DadRage,ChimChewsGoo,Draco,Avrax,BluMeowMix,Mystic,Tyedie,Xvortex,Ilios,5,3-2,lwwlw,,CP,21,Illios,,,1,That last minute hanzo switch was scary,Whew,,,,,,,,,,,
,,,2891,2891,0,0,Draw,2939,2934,-5,JustWingIt,Poke,Zatata,Brian,Majjin,ChickerMelon,Qoop,Catatonic,SniperWolf,Natraps,MMM,Revolution,Volskaya Industries,1,1,,0,Defend,8,Mercy,,,1,Good hold but still lost 1st point :( ,Meh,,,,,,,,,,,
,,,,,,0,Draw,2939,2934,-5,JustWingIt,Poke,Zatata,Brian,Majjin,ChickerMelon,Qoop,Catatonic,SniperWolf,Natraps,MMM,Revolution,Volskaya Industries,2,1,,0,Attack,8,Zen,Ana,,2,Drawed,Meh,,,,,,,,,,,
,,,2891,2910,19,3,W,2960,2953,-7,JustWingIt,Poke,Kaiju,MagicPants,AtlasHands,Hinoteakuma,Brian,Catatonic,Re4theWin,DenKalis,BangaRang,HeavenSent,Oasis,4,3-1,wlww,,CP,18,Lucio,,,2,Whew Poke to diamond this game!,Woot,,,,,,,,,,,
,,,2910,2941,31,4,W,2946,2946,0,JustWingIt,Poke,Paradoxially,Random,Bazse,Kraken,Checkmeout,Gibby,Rocket,DrJimmy30,FarShmack,Zebshee,Hollywood,1,3,79.06,0,Attack,9,Zen,,,2,,Happy,,,,,,,,,,,
,,,,,,4,W,2946,2946,0,JustWingIt,Poke,Paradoxially,Random,Bazse,Kraken,Checkmeout,Gibby,Rocket,DrJimmy31,FarShmack,Zebshee,Hollywood,2,3,79.06,5,Defend,8,Mercy,,,2,,Ugh,,,,,,,,,,,
,,,,,,4,W,2946,2946,0,JustWingIt,Poke,Paradoxially,Random,Bazse,Kraken,Checkmeout,Gibby,Rocket,DrJimmy32,FarShmack,Zebshee,Hollywood,3,1,108.38,0,Attack,Check,Zen,,,2,,Whoa,,,,,,,,,,,
,,,,,,4,W,2946,2946,0,JustWingIt,Poke,Paradoxially,Random,Bazse,Kraken,Checkmeout,Gibby,Rocket,DrJimmy33,FarShmack,Zebshee,Hollywood,4,0,,0,Defend,1.5,Mercy,,,2,,Woot,,,,,,,,,,,
,,,2941,2972,31,5,W,3009,3019,10,JustWingIt,Poke,Force,Hanzo,Senka,SenpaiGenji,GmCB,Rebel,Cheezy,HappyBonito,Gaine,MyNameIsChief,Numbani,1,3,71.75,0,Attack,9,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,5,W,3009,3019,10,JustWingIt,Poke,Force,Hanzo,Senka,SenpaiGenji,GmCB,Rebel,Cheezy,HappyBonito,Gaine,MyNameIsChief,Numbani,2,0,,0,Defend,4,,,,2,,Good,,,,,,,,,,,
,,,2972,3017,45,6,W,3009,3019,10,JustWingIt,Poke,Alpha,Kittie,JoBear,MimiKyu,Gaine,MyNameIsChief,CurlyFriez,Jastiger,Flexielcan,NotoriousPig,Hanamura,1,2,,3:14,Attack,5,,,,2,,Good,,,,,,,,,,,
,,,,,,6,W,3009,3019,10,JustWingIt,Poke,Alpha,Kittie,JoBear,MimiKyu,Gaine,MyNameIsChief,CurlyFriez,Jastiger,Flexielcan,NotoriousPig,Hanamura,2,2,,0,Defend,8,Zen,,,2,I made Diamond! :D,Great,,,,,,,,,,,
4/11/2017,20:48,,3017,3017,0,-,-,-,-,-,JustWingIt,Poke,Aizande,Riot,BloodBorne,Gheili,Crusch,NMapapaDaddy,McDoubleLift,Malady,JayBlay23,Shulker,Lijang Tower,-,-,-,-,CP,-,Lucio,,,2,,-,,,,,,,,,,,
,,,3017,2994,-23,-1,L,3055,3078,23,JustWingIt,Poke,Time,SuperDolphin,Adrock,CKY,Metro,Alzande,ooalonexx,Wisper,JayBlay23,Shulker,Dorado,1,3,85.75,Check,Defend,Check,Mercy,,,2,Junkrat kept feeding zarya,Doh,,,,,,,,,,,
,,,,,,-1,L,3055,3078,23,JustWingIt,Poke,Time,SuperDolphin,Adrock,CKY,Metro,Alzande,ooalonexx,Wisper,JayBlay24,Shulker,Dorado,2,1,88.26,0,Attack,,Zen,,,1,,Meh,,,,,,,,,,,
,,,2994,2972,-22,-2,L,3047,2998,-49,JustWingIt,Budking,Poke,Yates,Deso,Redragon,Arelxx,LastShadow,MyNamesJeff,Scerwedo,Sirrequiem,Volke,Numbani,1,3,71.75,0,Defend,9,Ana,,,2,,Bah,,,,,,,,,,,
,,,,,,-2,L,3047,2998,-49,JustWingIt,Budking,Poke,Yates,Deso,Redragon,Arelxx,LastShadow,MyNamesJeff,Scerwedo,Sirrequiem,Volke,Numbani,2,0,,0,Attack,4.5,Zen,,,2,,Sad,,,,,,,,,,,
,,,2972,2994,22,1,W,3022,3024,2,JustWingIt,Budking,Poke,Yates,Ford,JoeJacko,KrazyBetch1,TitsMcgee,Focus,Orphaned,pride,ZairTakeDown,Nepal,4,3-0,www,,CP,14.5,Lucio,,,2,3 comebacks within each round,Great,,,,,,,,,,,
,,,2994,2967,-27,-1,L,3046,3029,-17,JustWingIt,Budking,Poke,Yates,Tracer,Wispen,Aeyris,Development,DirtMcGurt,Grizz,MacDaddyBoss,SnoopDogg,Volskaya Industries,1,0,,0,Attack,4,Zen,Lucio,,2,,Bah,,,,,,,,,,,
,,,,,,-1,L,3046,3029,-17,JustWingIt,Budking,Poke,Yates,Tracer,Wispen,Aeyris,Development,DirtMcGurt,Grizz,MacDaddyBoss,SnoopDogg,Volskaya Industries,2,1,,0,Defend,,Zen,,,2,,Bah,,,,,,,,,,,
,,,2967,2993,26,1,W,3090,3068,-22,JustWingIt,Bleach,Budking,Poke,Yates,Alvin,Taws,ShningKite,Ac3Killazz,Amneziax,Ghost32,Lupinqc,Gibraltar,1,2,82.56,0,Attack,8.5,Ana,,,2,,Meh,,,,,,,,,,,
,,,,,,1,W,3090,3068,-22,JustWingIt,Bleach,Budking,Poke,Yates,Alvin,Taws,ShningKite,Ac3Killazz,Amneziax,Ghost32,Lupinqc,Gibraltar,2,0,78.51,0,Defend,4,Mercy,,,2,,Good,,,,,,,,,,,
,,,2993,2968,-25,-1,L,3116,3117,1,JustWingIt,Bleach,Budking,Poke,Yates,AndrewWhd546,MillSmtg,Aribides,BullDog5469,Extruter,Imperator,TaeDamd,Eichenwalde,1,2,29.19,0,Attack,10,Lucio,,,2,,Bad,,,,,,,,,,,
,,,,,,-1,L,3116,3117,1,JustWingIt,Bleach,Budking,Poke,Yates,AndrewWhd547,MillSmtg,Aribides,BullDog5470,Extruter,Imperator,TaeDamd,Eichenwalde,2,3,29.2,0:45,Defend,8,Mercy,,,2,Sym didn't switch off,Bah,,,,,,,,,,,
,,,2968,2938,-30,-2,L,3104,3106,2,JustWingIt,Bleach,Budking,Poke,Zurg56,Azrael,Scoo13yqqq,Cloud,Echos,AirMailWhale,MrMoe,SavageFatty,Route 66,1,3,74.5,1:37,Attack,6,Lucio,,,2,,Good,,,,,,,,,,,
,,,,,,-2,L,3104,3106,2,JustWingIt,Bleach,Budking,Poke,Zurg56,Azrael,Scoo13yqqq,Cloud,Echos,AirMailWhale,MrMoe,SavageFatty,Route 66,2,3,74.5,2:29,Defend,5.5,Lucio,,,2,,Tilted,,,,,,,,,,,
,,,,,,-2,L,3104,3106,2,JustWingIt,Bleach,Budking,Poke,Zurg56,Azrael,Scoo13yqqq,Cloud,Echos,AirMailWhale,MrMoe,SavageFatty,Route 66,3,0,83.84,0,Attack,2,Lucio,,,2,,Tilted,,,,,,,,,,,
,,,,,,-2,L,3104,3106,2,JustWingIt,Bleach,Budking,Poke,Zurg56,Azrael,Scoo13yqqq,Cloud,Echos,AirMailWhale,MrMoe,SavageFatty,Route 66,4,0,83.85,Check,Defend,2,Mercy,,,2,"Widow was really good, we didn't do anything about it. ",Tilted,,,,,,,,,,,
4/12/2017,0:22,,2938,2924,-14,-3,L,3112,3127,15,JustWingIt,Budking,Poke,Selard,Zergelin,McMrkington,Infernoe,Chelsea,Genphantom,Lelani,Saedeon,Vorpi,Eichenwalde,1,2,61.66,0,Defend,8,Mercy,,,2,,Sad,,,,,,,,,,,
,,,,,,-3,L,3112,3127,15,JustWingIt,Budking,Poke,Selard,Zergelin,McMrkington,Infernoe,Chelsea,Genphantom,Lelani,Saedeon,Vorpi,Eichenwalde,2,1,124.61,0,Attack,8,Mercy,,,2,,Sad,,,,,,,,,,,
,,,2924,2896,-28,-4,L,3075,3033,-42,JustWingIt,Budking,Poke,Selard,Deathblossom,LoLax,Greeninja,Kegmeister,Noder,Poopsock,Shace,Starlight,Dorado,1,3,85.75,0:40,Defend,8,Zen,,,2,,Pissed,,,,,,,,,,,
,0:18,,,,,-4,L,3075,3033,-42,JustWingIt,Budking,Poke,Selard,Deathblossom,LoLax,Greeninja,Kegmeister,Noder,Poopsock,Shace,Starlight,Dorado,2,2,57.53,0,Attack,8,Lucio,,,2,,Pissed,,,,,,,,,,,
4/13/2017,17:30,,2896,2866,-30,-5,L,2925,2921,-4,JustWingIt,CeleryMan,Hbhack,Duskuser,CanadianJon,Patrone,Reeds,Keisukeyuu,Megalonyx,Kriest99,Evourty,Tekahn,Oasis,4,1-3,wlll,,CP,19,Lucio,Ana,,1,,Meh,,,,,,,,,,,
,,,2866,2889,23,1,W,2910,2929,19,JustWingIt,CeleryMan,Hbhack,Glitch,Pharah,Shiel,Seven,Lucipher,War,Dragozon,Khlaw,Oscaramp,King's Row,1,3,70.19,4:21,Attack,3.5,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,1,W,2910,2929,19,JustWingIt,CeleryMan,Hbhack,Glitch,Pharah,Shiel,Seven,Lucipher,War,Dragozon,Khlaw,Oscaramp,King's Row,2,3,70.19,1:48,Defend,6,Zen,,,2,,Meh,,,,,,,,,,,
,,,,,,1,W,2910,2929,19,JustWingIt,CeleryMan,Hbhack,Glitch,Pharah,Shiel,Seven,Lucipher,War,Dragozon,Khlaw,Oscaramp,King's Row,3,2,41.28,0,Defend,4.5,Mercy,,,2,Did they a far push for 2 minutes,Kinda Tiled,,,,,,,,,,,
,,,,,,1,W,2910,2929,19,JustWingIt,CeleryMan,Hbhack,Glitch,Pharah,Shiel,Seven,Lucipher,War,Dragozon,Khlaw,Oscaramp,King's Row,4,2,41.29,1:13,Attack,3,Zen,,,2,Ah they just are crappy,Good,,,,,,,,,,,
,,,2889,2916,27,2,W,-,-,-,JustWingIt,CeleryMan,Hbhack,Tribalt,Biscuit,SpiritKiller,Orangey,DJGordy,FancySocks,Skizicks,Pharah,Shiel,Hollywood,1,1,83.95,0,Defend,8,Zen,,,2,Gold Elims at 18,Good,,,,,,,,,,,
,,,,,,2,W,-,-,-,JustWingIt,CeleryMan,Hbhack,Tribalt,Biscuit,SpiritKiller,Orangey,DJGordy,FancySocks,Skizicks,Pharah,Shiel,Hollywood,2,2,83.96,1:43,Attack,5,Zen,,,2,Sym almost was  problem and after 1st point it was fine,Good,,,,,,,,,,,
,,,2916,2888,-28,-1,L,2964,3006,42,JustWingIt,CeleryMan,Hbhack,Scream,Torrixx,RalRike,Czar,Ajay,Sivel,Handsoap,Alpha,MagicMarcus,Ilios,5,2-3,lwlwl,,CP,17,Zen,Lucio,,2,,Eh,,,,,,,,,,,
/,,,2888,2888,0,-,-,2933,2911,-22,JustWingIt,CeleryMan,Hbhack,Eliseo,SideWinder,ChickenStrip,Gepple,OldScratch,Chris,Aliems,Exist,LawnGnome,Temple of Anubis,-,-,-,-,-,-,-,,,2,,-,,,,,,,,,,,
,,,2888,2858,-30,-2,L,2946,2873,-73,JustWingIt,CeleryMan,Hbhack,EmuSoldier,Frost,Shark,Aliems,Exist,LawnGnome,Blade,Stain,TheBraine,Dorado,1,3,85.75,0,Defend,8,Zen,,,2,,Bad,,,,,,,,,,,
,,,,,,-2,L,2946,2873,-73,JustWingIt,CeleryMan,Hbhack,EmuSoldier,Frost,Shark,Aliems,Exist,LawnGnome,Blade,Stain,TheBraine,Dorado,2,1,Check,0,Attack,8,Zen,,,2,,Bad,,,,,,,,,,,
,,,2858,2882,24,1,W,2924,2934,10,JustWingIt,Hbhack,Iawp,Andelyon,BigDogZ138,JasperTower,ImmiSho,Sturgen,MoonCow,Hottub,MrBear26,Spopyt,Volskaya Industries,1,1,20.90%,0,Defend,8,Zen,,,2,,Good,,,,,,,,,,,
,,,,,,1,W,2924,2934,10,JustWingIt,Hbhack,Iawp,Andelyon,BigDogZ138,JasperTower,ImmiSho,Sturgen,MoonCow,Hottub,MrBear26,Spopyt,Volskaya Industries,2,2,20.91,4:04,Attack,4,Zen,,,2,,Good,19,10,1:06,12232,6021,6,36,6,23,17,
,,,2882,2882,0,-,-,2951,2955,4,JustWingIt,Hbhack,Sturgen,DBootyNabber,BeepBoopBot,Taws,Drizz,MonkeyGod,Dense,Momentime,BoberisB,DJDay,Numbani,-,-,-,-,-,-,-,,,2,,-,,,,,,,,,,,
,,,2882,2861,-21,-1,L,2944,2915,-29,JustWingIt,Hbhack,Drizz,ABowlofSoup,Sturgen,Momentime,Cheesus,Ju1y,PointlessBob,Dayman,Grave,Twentyyears,Gibraltar,1,3,88.63,1:47,Defend,6,Ana,,,2,,Meh,,,,,,,,,,,
,,,,,,-1,L,2944,2915,-29,JustWingIt,Hbhack,Drizz,ABowlofSoup,Sturgen,Momentime,Cheesus,Ju1y,PointlessBob,Dayman,Grave,Twentyyears,Gibraltar,2,3,91.33,0,Attack,8.5,Ana,,,2,,Bad,,,,,,,,,,,
,20:45,,2861,2842,-19,-2,L,2922,2948,26,JustWingIt,Hbhack,Char2zard,Sturgen,DragonLord69,DeadlyKitten,Killroy,Momentime,Cheesus,Kabb,Msp2,Aptice,Lijang Tower,3,0-3,lll,,CP,11.5,Zen,Ana,,2,,Tilted,12,5,0:38,5340,5973,9,60,,,0,100
4/16/2017,19:45,,2842,2819,-23,-3,L,2892,2877,-15,JustWingIt,Hbhack,Kardus,Liam,Franki,Qtwelve,Dru,GoSorpa,Arbolon,Raplus,PirateHunter,Xsnow,Route 66,1,3,74.5,0,Defend,8.5,Zen,,,2,,Bah,,,,,,,,,,,
,,,,,,-3,L,2892,2877,-15,JustWingIt,Hbhack,Kardus,Liam,Franki,Qtwelve,Dru,GoSorpa,Arbolon,Raplus,PirateHunter,Xsnow,Route 66,2,2,check,0,Attack,8,Zen,Mercy,,2,,Meh,,,,,,,,,,,
,,,2819,2839,20,1,W,2872,2848,-24,JustWingIt,Hbhack,Nikki,Syo,TheAgera,Lotus,Pleb,Tixxe,TheOldBoy,Cbbrothers,Frenzlin,Phauve,Oasis,4,3-1,wlww,,CP,15.5,Lucio,,,2,TheAgera was good mecree,Good,,,,,,,,,,,
,,,2839,2863,24,2,W,2902,2868,-34,JustWingIt,Hbhack,CKBeast,Jayquelin,Chilly,LazyTurtle,Tortoise,Hevtux,Tryxta,Zodiac,Kokainz,Niico,Eichenwalde,1,2,36.62,0,Defend,8,Zen,,,1,,Meh,,,,,,,,,,,
,,,,,,2,W,2902,2868,-34,JustWingIt,Hbhack,CKBeast,Jayquelin,Chilly,LazyTurtle,Tortoise,Hevtux,Tryxta,Zodiac,Kokainz,Niico,Eichenwalde,2,3,36.63,1:35,Attack,7,Mercy,,,1,,Good,,,,,,,,,,,
